activity_id,customer_id,activity_timestamp,activity_type,device_id,ip_address
A00096715,C00956,2026-04-28 11:32:32,Search,D009690,IP003705
A00096716,C04052,2025-05-14 04:20:36,Add to Cart,D007955,IP005067
A00096717,C05275,2025-05-05 21:39:06,Add to Cart,D004026,IP004050
A00096718,C01798,2026-08-10 08:14:30,Wishlist,D002902,IP004988
A00096719,C00793,2025-06-21 16:24:25,Login,D007862,IP006741
A00096720,C07554,2026-08-08 07:22:11,Add to Cart,D008574,IP003576
A00096721,C00115,2026-04-30 03:48:41,Checkout,D002373,IP006195
A00096722,C05281,2025-07-05 16:53:01,Checkout,D006497,IP001148
A00096723,C07906,2026-02-01 23:00:29,Wishlist,D000054,IP006716
A00096724,C05398,2026-07-04 20:47:37,Add to Cart,D000851,IP003612
A00096725,C01420,2026-05-16 01:56:26,Login,D002474,IP000365
A00096726,C05898,2025-12-19 20:05:00,Search,D006426,IP005039
A00096727,C07836,2025-05-31 06:31:16,Product View,D006875,IP004979
A00096728,C01894,2025-08-18 12:04:49,Search,D002344,IP004295
A00096729,C06445,2025-12-11 16:47:45,Product View,D004095,IP005074
A00096730,C00304,2026-03-06 19:59:12,Product View,D002105,IP004095
A00096731,C07367,2025-07-19 07:56:17,Login,D004904,IP000769
A00096732,C03646,2026-04-10 22:36:17,Login,D000487,IP002439
A00096733,C04818,2025-03-12 12:10:03,Search,D003104,IP006991
A00096734,C06582,2025-12-03 12:19:09,Search,D005930,IP000269
A00096735,C06315,2025-12-05 07:11:44,Product View,D005164,IP005491
A00096736,C05468,2026-02-11 02:47:20,Wishlist,D004059,IP003876
A00096737,C00503,2026-04-13 23:27:11,Search,D001567,IP004378
A00096738,C06076,2025-06-10 06:58:14,Search,D000531,IP002084
A00096739,C05414,2026-04-20 22:54:53,Checkout,D002354,IP006406
A00096740,C03503,2025-05-29 13:02:59,Search,D000790,IP004991
A00096741,C02879,2025-01-19 08:54:52,Login,D008867,IP005827
A00096742,C02936,2026-08-12 00:30:01,Product View,D009254,IP000976
A00096743,C06449,2025-05-10 05:10:27,Product View,D004623,IP006866
A00096744,C06083,2025-08-11 22:39:46,Login,D003716,IP003776
A00096745,C04136,2025-10-07 06:52:31,Product View,D004077,IP004123
A00096746,C06604,2025-11-21 09:15:45,Checkout,D003685,IP005746
A00096747,C00717,2025-04-25 00:22:15,Search,D001844,IP001712
A00096748,C03918,2025-05-22 05:03:38,Product View,D002076,IP004718
A00096749,C07616,2026-02-24 14:40:15,Add to Cart,D009475,IP000030
A00096750,C07294,2025-08-10 03:56:43,Add to Cart,D000706,IP002768
A00096751,C03617,2025-07-26 14:06:12,Product View,D008616,IP006924
A00096752,C00499,2026-01-19 09:31:45,Login,D009860,IP006216
A00096753,C02805,2025-07-17 18:38:18,Wishlist,D002993,IP005149
A00096754,C07113,2026-06-10 07:15:28,Wishlist,D000302,IP002915
A00096755,C01136,2025-02-11 01:50:56,Checkout,D004787,IP004613
A00096756,C03238,2025-10-27 00:46:52,Product View,D004026,IP003057
A00096757,C04137,2026-07-02 16:48:06,Login,D000260,IP000135
A00096758,C07401,2025-12-15 11:55:46,Product View,D005653,IP003603
A00096759,C04577,2025-08-06 09:31:15,Search,D007093,IP006413
A00096760,C07032,2026-01-31 19:13:00,Product View,D003415,IP003954
A00096761,C04772,2025-07-03 16:01:34,Checkout,D003573,IP003024
A00096762,C00575,2025-06-27 12:06:42,Product View,D008185,IP003868
A00096763,C05071,2025-05-12 16:22:58,Login,D003338,IP003606
A00096764,C02339,2025-12-24 21:29:41,Login,D007781,IP000821
A00096765,C05173,2026-02-28 14:06:06,Product View,D006759,IP001995
A00096766,C01912,2025-06-24 16:34:19,Search,D002228,IP000175
A00096767,C05327,2026-03-18 03:52:36,Search,D000797,IP002769
A00096768,C00681,2025-05-22 08:54:32,Search,D007939,IP000418
A00096769,C01809,2025-04-17 00:40:25,Login,D008094,IP002315
A00096770,C01892,2025-08-14 03:23:10,Search,D009829,IP005456
A00096771,C00341,2026-06-07 13:03:40,Add to Cart,D000855,IP006117
A00096772,C07554,2026-03-04 08:25:17,Search,D008574,IP003576
A00096773,C00334,2025-01-23 23:37:06,Login,D006401,IP003191
A00096774,C02540,2025-11-05 08:22:32,Wishlist,D005744,IP002251
A00096775,C07398,2026-03-20 14:13:09,Checkout,D003341,IP005799
A00096776,C07688,2025-04-10 22:38:31,Search,D002631,IP006962
A00096777,C06623,2026-01-14 19:39:39,Wishlist,D006488,IP005812
A00096778,C03764,2026-06-18 22:21:16,Product View,D003602,IP003183
A00096779,C05318,2025-01-31 22:59:15,Checkout,D009272,IP000682
A00096780,C05875,2026-01-09 07:53:25,Wishlist,D001288,IP002494
A00096781,C04132,2026-08-19 07:03:06,Product View,D006127,IP000788
A00096782,C07280,2025-07-23 02:22:56,Product View,D003500,IP000933
A00096783,C00895,2025-11-04 12:45:04,Checkout,D005112,IP004597
A00096784,C03866,2025-03-27 15:08:58,Product View,D000909,IP000314
A00096785,C05450,2025-11-13 00:33:24,Search,D001843,IP003343
A00096786,C00137,2025-10-03 22:39:00,Checkout,D009249,IP000260
A00096787,C03284,2025-03-24 17:03:22,Product View,D001654,IP003421
A00096788,C06573,2026-04-11 04:16:35,Search,D000573,IP002992
A00096789,C03270,2025-07-06 03:44:32,Product View,D005383,IP000756
A00096790,C03257,2026-01-01 14:55:26,Login,D002058,IP003322
A00096791,C02033,2025-01-14 21:45:58,Login,D006288,IP000774
A00096792,C03266,2025-07-05 23:19:03,Checkout,D005971,IP005336
A00096793,C04002,2026-05-03 06:42:43,Product View,D000658,IP004677
A00096794,C06898,2025-06-26 14:27:37,Checkout,D005846,IP002736
A00096795,C03123,2025-02-09 21:30:09,Product View,D004602,IP005455
A00096796,C00223,2026-08-21 22:51:47,Product View,D008765,IP004104
A00096797,C04052,2025-01-20 06:33:26,Search,D007955,IP005067
A00096798,C02418,2026-05-01 00:56:02,Search,D000300,IP001734
A00096799,C01116,2026-02-27 19:47:24,Product View,D008260,IP002052
A00096800,C06798,2025-12-16 09:16:36,Search,D009008,IP006666
A00096801,C03958,2025-07-05 20:49:12,Product View,D004152,IP003047
A00096802,C07293,2026-05-08 02:04:12,Add to Cart,D005955,IP001381
A00096803,C01575,2025-12-17 19:14:19,Search,D008206,IP001647
A00096804,C07702,2025-04-20 08:49:50,Checkout,D008805,IP004229
A00096805,C02663,2025-01-11 08:18:27,Search,D003296,IP004444
A00096806,C05878,2026-01-17 18:28:11,Checkout,D004749,IP003772
A00096807,C05274,2026-04-25 18:39:08,Checkout,D009472,IP006588
A00096808,C07744,2025-03-06 11:35:18,Wishlist,D001591,IP004354
A00096809,C00839,2026-01-21 18:22:22,Add to Cart,D001723,IP000756
A00096810,C07925,2026-03-11 20:43:35,Search,D002221,IP006906
A00096811,C03905,2026-02-25 21:53:16,Wishlist,D002357,IP002867
A00096812,C06573,2025-12-05 14:33:15,Search,D000573,IP002992
A00096813,C05673,2026-04-01 06:22:12,Add to Cart,D006285,IP001248
A00096814,C02662,2026-01-24 10:40:25,Product View,D003924,IP003603
A00096815,C00507,2025-09-22 12:20:44,Search,D006362,IP005841
A00096816,C02412,2026-03-25 01:16:45,Search,D006820,IP002044
A00096817,C04004,2026-01-15 19:19:54,Login,D001937,IP006322
A00096818,C05976,2025-09-10 08:15:44,Search,D002089,IP002772
A00096819,C04025,2025-03-27 04:15:25,Add to Cart,D004818,IP004048
A00096820,C03757,2025-08-26 13:12:00,Add to Cart,D005377,IP000739
A00096821,C00890,2026-05-11 20:04:03,Checkout,D002381,IP003479
A00096822,C02547,2025-02-25 07:58:48,Wishlist,D008635,IP006270
A00096823,C07077,2026-03-15 06:36:57,Product View,D005500,IP006887
A00096824,C02334,2025-08-27 19:44:42,Add to Cart,D009800,IP000444
A00096825,C01868,2026-04-09 04:04:09,Login,D000020,IP004715
A00096826,C02266,2025-06-25 11:07:10,Login,D008565,IP004247
A00096827,C03742,2025-12-27 12:33:32,Login,D009405,IP001072
A00096828,C00080,2026-06-15 03:53:32,Product View,D005478,IP000196
A00096829,C05093,2026-08-29 11:32:33,Checkout,D006344,IP001665
A00096830,C00410,2025-02-17 10:15:50,Product View,D005972,IP002453
A00096831,C07345,2025-06-28 17:55:12,Product View,D006911,IP006948
A00096832,C03246,2025-06-18 06:32:21,Checkout,D001547,IP004555
A00096833,C05324,2026-02-05 20:27:58,Add to Cart,D007128,IP003045
A00096834,C03740,2025-08-14 13:25:06,Product View,D008957,IP003288
A00096835,C01498,2025-01-22 23:37:22,Wishlist,D008323,IP003977
A00096836,C02170,2026-07-25 20:30:02,Checkout,D002171,IP005427
A00096837,C05833,2025-09-17 12:01:53,Checkout,D003455,IP000393
A00096838,C02871,2025-11-12 23:27:40,Wishlist,D002808,IP000434
A00096839,C06391,2026-01-30 15:24:51,Add to Cart,D002464,IP002530
A00096840,C00144,2025-02-27 08:58:55,Add to Cart,D001570,IP000666
A00096841,C07850,2025-02-24 08:17:55,Product View,D008932,IP004416
A00096842,C03824,2025-11-20 20:02:12,Product View,D007857,IP006296
A00096843,C05250,2025-02-26 04:29:29,Login,D006760,IP006572
A00096844,C03585,2025-08-06 03:01:51,Login,D004417,IP002212
A00096845,C02369,2025-10-29 08:30:19,Product View,D000283,IP004897
A00096846,C03481,2026-08-17 13:42:17,Login,D005921,IP004886
A00096847,C06106,2026-03-14 08:48:14,Product View,D009267,IP002606
A00096848,C01456,2025-06-04 23:44:26,Search,D006558,IP003914
A00096849,C00671,2026-01-23 17:01:14,Wishlist,D001722,IP005716
A00096850,C00129,2025-07-20 07:41:26,Product View,D003513,IP001484
A00096851,C06771,2025-06-21 07:14:06,Search,D004728,IP001487
A00096852,C05473,2025-03-27 06:41:00,Checkout,D008266,IP006856
A00096853,C03236,2025-01-18 10:30:21,Search,D003265,IP006544
A00096854,C07648,2025-01-11 15:49:52,Product View,D000581,IP006527
A00096855,C02759,2026-01-03 00:05:54,Product View,D001433,IP001313
A00096856,C04663,2025-12-20 04:08:00,Checkout,D007113,IP005304
A00096857,C03893,2026-01-02 15:08:21,Login,D002573,IP000155
A00096858,C06449,2025-06-24 00:16:21,Product View,D004623,IP006866
A00096859,C02098,2026-01-21 10:17:48,Login,D009612,IP001020
A00096860,C03080,2025-01-12 21:33:19,Login,D006286,IP003303
A00096861,C02996,2025-04-09 18:27:11,Checkout,D006364,IP003007
A00096862,C04383,2025-09-16 07:57:11,Login,D002017,IP001988
A00096863,C03189,2025-09-02 02:36:08,Product View,D003714,IP005756
A00096864,C06695,2025-11-10 18:43:24,Search,D004201,IP001907
A00096865,C04775,2026-04-24 12:28:39,Search,D007631,IP004916
A00096866,C04317,2025-09-11 22:27:18,Product View,D004462,IP001031
A00096867,C06934,2025-05-18 16:26:26,Login,D008412,IP004773
A00096868,C00527,2026-01-07 16:10:58,Add to Cart,D007015,IP000504
A00096869,C06742,2025-04-14 15:52:12,Login,D009915,IP004714
A00096870,C01417,2026-06-25 09:21:45,Login,D008521,IP006080
A00096871,C06762,2026-05-02 00:48:38,Add to Cart,D003857,IP000775
A00096872,C03921,2025-05-25 11:53:35,Search,D006654,IP005475
A00096873,C00694,2025-10-29 22:34:36,Checkout,D004764,IP006832
A00096874,C03918,2026-03-30 09:04:05,Search,D002076,IP004718
A00096875,C04649,2025-11-04 20:27:29,Search,D009183,IP005358
A00096876,C01087,2026-02-01 07:59:41,Login,D002231,IP003141
A00096877,C02196,2025-02-28 14:50:06,Product View,D004883,IP006245
A00096878,C02925,2026-05-08 10:30:23,Product View,D005329,IP005658
A00096879,C01628,2025-10-10 06:57:06,Product View,D007655,IP001987
A00096880,C01705,2025-08-14 04:25:42,Search,D000827,IP004170
A00096881,C02282,2025-11-07 05:58:22,Search,D001669,IP004192
A00096882,C06599,2026-08-11 16:05:57,Wishlist,D009532,IP001404
A00096883,C07034,2025-05-25 14:21:10,Add to Cart,D008805,IP003493
A00096884,C01741,2026-01-06 09:35:49,Product View,D008306,IP006671
A00096885,C04138,2026-01-18 01:57:25,Product View,D009650,IP002778
A00096886,C07641,2025-05-17 02:54:12,Checkout,D000979,IP002897
A00096887,C02533,2025-05-05 03:26:25,Checkout,D001195,IP003836
A00096888,C01388,2026-04-29 23:37:00,Wishlist,D008246,IP005220
A00096889,C02092,2025-09-09 21:17:45,Login,D002197,IP003926
A00096890,C02093,2025-11-20 17:56:57,Search,D005971,IP006631
A00096891,C04173,2026-05-03 14:05:18,Add to Cart,D002932,IP004775
A00096892,C02684,2026-05-11 03:57:46,Login,D007218,IP006854
A00096893,C07783,2026-02-17 04:04:49,Add to Cart,D004389,IP004742
A00096894,C04873,2026-05-28 08:02:11,Add to Cart,D009074,IP005277
A00096895,C06589,2025-03-03 22:57:05,Login,D002455,IP001550
A00096896,C07143,2025-01-29 03:10:17,Product View,D007597,IP000855
A00096897,C01834,2026-03-02 08:33:51,Checkout,D009598,IP001002
A00096898,C05675,2025-06-02 23:02:41,Search,D008400,IP001092
A00096899,C00768,2025-10-17 15:08:15,Product View,D008060,IP002549
A00096900,C07501,2025-04-29 23:48:07,Product View,D005177,IP006715
A00096901,C03570,2025-08-30 13:21:54,Login,D000998,IP002283
A00096902,C06336,2025-12-31 09:30:01,Product View,D009334,IP004881
A00096903,C02019,2026-06-13 10:10:43,Login,D004291,IP000948
A00096904,C03846,2026-07-02 01:47:10,Checkout,D001564,IP002375
A00096905,C05029,2025-12-19 17:36:23,Product View,D004889,IP002254
A00096906,C05743,2026-04-25 13:58:17,Search,D006606,IP001171
A00096907,C00240,2026-04-03 21:38:53,Product View,D007624,IP006193
A00096908,C04440,2025-06-28 12:00:29,Search,D001918,IP006394
A00096909,C05242,2025-10-04 11:05:32,Product View,D001887,IP000679
A00096910,C03151,2026-03-10 09:54:30,Login,D004203,IP005842
A00096911,C00807,2025-11-25 04:09:40,Add to Cart,D009266,IP003569
A00096912,C05831,2026-02-11 17:18:10,Search,D008646,IP000111
A00096913,C03309,2025-08-23 17:04:05,Login,D007549,IP002732
A00096914,C04002,2026-04-30 21:18:45,Checkout,D000658,IP004677
A00096915,C03519,2025-07-15 18:53:57,Login,D001904,IP000643
A00096916,C04904,2025-08-07 00:29:19,Checkout,D001871,IP002286
A00096917,C05743,2026-01-17 11:54:09,Search,D006606,IP001171
A00096918,C01664,2025-11-08 10:13:57,Add to Cart,D005640,IP005341
A00096919,C01312,2025-01-07 01:31:28,Login,D007470,IP000508
A00096920,C00731,2025-06-30 09:41:50,Search,D003733,IP003916
A00096921,C00003,2025-05-25 04:35:15,Product View,D006379,IP003702
A00096922,C01273,2026-01-09 14:14:12,Search,D001245,IP001937
A00096923,C02316,2026-05-23 03:24:35,Checkout,D009340,IP004503
A00096924,C01787,2025-11-05 08:02:37,Checkout,D001335,IP006918
A00096925,C05694,2025-07-26 03:37:06,Checkout,D004779,IP000363
A00096926,C02985,2026-03-23 05:51:49,Add to Cart,D003090,IP004317
A00096927,C04861,2025-03-17 16:57:45,Product View,D008404,IP006117
A00096928,C00229,2026-04-15 03:48:21,Wishlist,D006377,IP006344
A00096929,C04219,2026-01-02 01:55:57,Checkout,D002826,IP001999
A00096930,C01191,2026-06-14 20:42:06,Checkout,D000185,IP001750
A00096931,C02185,2025-10-23 04:03:22,Checkout,D007832,IP006092
A00096932,C01250,2025-10-05 02:34:46,Login,D008764,IP003069
A00096933,C02644,2025-07-22 09:38:49,Login,D003018,IP003459
A00096934,C07060,2026-06-20 12:52:53,Add to Cart,D005758,IP006515
A00096935,C02973,2025-07-08 04:49:03,Search,D004999,IP002667
A00096936,C03537,2026-02-12 08:26:52,Wishlist,D008929,IP003219
A00096937,C04619,2026-05-10 08:51:51,Search,D002498,IP004681
A00096938,C02700,2026-03-03 01:22:20,Product View,D008966,IP003212
A00096939,C06344,2025-07-09 22:50:38,Wishlist,D009453,IP003203
A00096940,C03010,2026-03-26 20:45:28,Add to Cart,D003582,IP003454
A00096941,C07445,2025-02-03 13:09:47,Login,D009434,IP006539
A00096942,C03892,2025-09-15 16:31:13,Product View,D002616,IP004315
A00096943,C00430,2026-08-31 08:41:27,Add to Cart,D009609,IP002988
A00096944,C06675,2025-04-19 23:37:42,Add to Cart,D005134,IP002798
A00096945,C04137,2025-11-30 05:21:56,Login,D000260,IP000135
A00096946,C07514,2025-08-12 09:37:15,Product View,D004094,IP004703
A00096947,C00389,2025-06-03 17:35:30,Login,D009189,IP003247
A00096948,C04559,2025-02-13 15:25:01,Add to Cart,D004155,IP004788
A00096949,C01725,2025-12-24 04:56:31,Checkout,D001605,IP004945
A00096950,C05193,2026-07-02 07:08:40,Login,D005491,IP006029
A00096951,C04034,2025-06-12 09:29:58,Add to Cart,D002703,IP006284
A00096952,C06644,2025-03-28 14:35:47,Search,D002683,IP004174
A00096953,C04033,2025-06-26 01:01:02,Product View,D007601,IP003732
A00096954,C07812,2025-09-07 04:01:07,Product View,D004704,IP001736
A00096955,C04973,2025-08-18 00:23:46,Login,D009038,IP003369
A00096956,C06171,2025-12-10 21:23:57,Checkout,D004256,IP004303
A00096957,C04702,2025-06-19 20:57:21,Login,D006419,IP000953
A00096958,C05600,2025-03-26 12:02:26,Product View,D008591,IP003007
A00096959,C06099,2026-07-16 01:46:57,Login,D003445,IP004309
A00096960,C03064,2026-01-09 06:22:13,Login,D000217,IP004914
A00096961,C00998,2026-06-15 09:22:51,Checkout,D005503,IP002173
A00096962,C00823,2025-09-29 08:59:45,Add to Cart,D008278,IP006239
A00096963,C05817,2026-04-16 20:32:40,Login,D004787,IP003003
A00096964,C05263,2025-07-29 10:06:07,Product View,D006437,IP003242
A00096965,C02712,2026-01-11 19:50:24,Add to Cart,D003824,IP004599
A00096966,C04272,2025-12-06 18:18:34,Search,D000982,IP004493
A00096967,C00650,2025-12-01 04:24:40,Product View,D007494,IP005402
A00096968,C06043,2025-06-20 13:37:02,Product View,D003041,IP002463
A00096969,C01032,2025-09-16 21:50:51,Login,D009862,IP003743
A00096970,C04152,2025-02-12 12:16:45,Login,D009291,IP003886
A00096971,C00954,2025-02-25 11:05:08,Login,D002789,IP002629
A00096972,C07092,2026-06-13 02:37:21,Product View,D004759,IP005317
A00096973,C04377,2026-05-14 16:20:00,Product View,D005847,IP003649
A00096974,C04021,2025-07-10 01:56:18,Checkout,D001073,IP000603
A00096975,C06053,2025-03-18 15:26:04,Login,D002786,IP006890
A00096976,C05172,2025-11-18 20:12:01,Add to Cart,D008312,IP002169
A00096977,C00929,2026-03-09 09:36:14,Wishlist,D007627,IP001388
A00096978,C07479,2026-03-31 13:10:57,Checkout,D006334,IP006282
A00096979,C04533,2025-08-31 01:26:20,Search,D009501,IP002518
A00096980,C00675,2025-05-01 18:51:33,Login,D002965,IP000346
A00096981,C04453,2025-05-04 02:08:31,Product View,D001423,IP002033
A00096982,C05418,2025-10-25 21:51:24,Product View,D003056,IP006034
A00096983,C07991,2025-11-08 07:48:17,Checkout,D006907,IP001749
A00096984,C03515,2025-04-24 10:18:15,Checkout,D001799,IP003316
A00096985,C00927,2025-11-03 22:45:59,Checkout,D004167,IP005558
A00096986,C07359,2026-08-10 04:37:53,Checkout,D007503,IP000162
A00096987,C02532,2026-02-24 02:18:07,Login,D005474,IP003960
A00096988,C05318,2026-02-18 10:51:48,Search,D009272,IP000682
A00096989,C05987,2026-03-02 10:54:28,Product View,D003987,IP003281
A00096990,C06480,2025-06-12 04:28:28,Product View,D004881,IP004770
A00096991,C05487,2026-06-26 10:38:27,Checkout,D006114,IP005866
A00096992,C03761,2025-12-19 07:20:11,Login,D007783,IP005164
A00096993,C00873,2025-08-27 09:29:57,Add to Cart,D003289,IP005503
A00096994,C03538,2026-07-27 05:07:12,Checkout,D006028,IP003960
A00096995,C00858,2026-02-16 23:26:52,Product View,D003251,IP002185
A00096996,C01068,2025-02-08 17:06:47,Product View,D001511,IP002192
A00096997,C02379,2025-03-05 02:52:16,Wishlist,D007996,IP006525
A00096998,C03598,2025-10-26 06:27:56,Wishlist,D007194,IP005639
A00096999,C03708,2025-11-16 12:45:06,Product View,D003569,IP006128
A00097000,C03235,2025-07-01 17:08:07,Search,D001054,IP000592
A00097001,C01570,2025-05-16 17:04:02,Search,D009344,IP005709
A00097002,C01527,2025-10-25 23:44:49,Wishlist,D005686,IP004431
A00097003,C05653,2026-03-05 04:23:14,Login,D004422,IP006956
A00097004,C04782,2025-09-14 00:08:24,Product View,D003410,IP003115
A00097005,C01104,2025-01-22 23:47:56,Checkout,D005116,IP002143
A00097006,C05242,2026-07-09 12:09:24,Add to Cart,D001887,IP000679
A00097007,C04524,2025-02-10 17:30:40,Add to Cart,D003561,IP000196
A00097008,C05311,2025-02-16 15:35:30,Search,D002328,IP003354
A00097009,C03525,2026-04-15 18:14:12,Wishlist,D008633,IP003213
A00097010,C02633,2025-10-03 08:21:09,Login,D002492,IP005283
A00097011,C01151,2025-12-15 23:48:28,Wishlist,D004583,IP001039
A00097012,C01842,2026-01-22 10:00:07,Checkout,D001852,IP003753
A00097013,C02167,2025-03-10 08:04:42,Search,D003449,IP001696
A00097014,C01554,2025-09-07 08:45:10,Product View,D002064,IP000043
A00097015,C04233,2026-08-28 11:37:13,Wishlist,D006955,IP004844
A00097016,C06324,2025-09-02 17:22:12,Search,D003109,IP005562
A00097017,C01639,2025-06-18 17:33:56,Wishlist,D002990,IP006945
A00097018,C07309,2026-07-21 14:17:18,Product View,D004071,IP006166
A00097019,C02993,2026-07-14 04:21:29,Search,D006591,IP001322
A00097020,C01060,2025-02-17 20:01:12,Add to Cart,D005686,IP003764
A00097021,C02137,2026-05-19 14:13:13,Checkout,D007666,IP005286
A00097022,C02755,2025-02-21 07:39:43,Add to Cart,D008333,IP001391
A00097023,C01594,2026-07-10 19:42:41,Add to Cart,D004356,IP006411
A00097024,C06672,2025-12-30 09:54:38,Checkout,D009675,IP001377
A00097025,C07287,2026-01-18 19:18:54,Add to Cart,D005635,IP002564
A00097026,C03398,2025-04-02 19:38:21,Add to Cart,D007800,IP005332
A00097027,C07100,2026-02-09 13:06:29,Checkout,D004620,IP000857
A00097028,C02928,2025-11-05 05:44:01,Login,D004572,IP003970
A00097029,C01255,2026-08-20 21:01:53,Product View,D002500,IP005851
A00097030,C00712,2025-05-18 22:30:24,Checkout,D009671,IP004487
A00097031,C01787,2025-08-25 12:14:21,Checkout,D001335,IP006918
A00097032,C02014,2026-05-04 11:03:04,Add to Cart,D009233,IP004195
A00097033,C05130,2025-06-04 13:12:19,Login,D006405,IP004348
A00097034,C04443,2025-03-15 10:15:36,Search,D002474,IP001568
A00097035,C06554,2025-02-21 12:16:35,Login,D000224,IP002940
A00097036,C06310,2026-01-20 12:13:54,Product View,D006317,IP000862
A00097037,C00999,2025-07-26 02:41:05,Login,D009779,IP004568
A00097038,C02650,2025-06-13 05:27:50,Product View,D009891,IP004655
A00097039,C07047,2025-09-25 06:16:14,Product View,D006142,IP001673
A00097040,C06949,2025-04-27 19:24:35,Login,D000764,IP000694
A00097041,C06898,2026-02-10 03:41:08,Product View,D005846,IP002736
A00097042,C07035,2025-10-12 15:32:23,Login,D005257,IP003349
A00097043,C01802,2026-08-14 07:02:22,Wishlist,D008193,IP001586
A00097044,C05543,2025-08-09 12:40:50,Product View,D001248,IP002251
A00097045,C06858,2025-05-23 15:52:54,Add to Cart,D002878,IP001659
A00097046,C05263,2025-07-08 16:55:17,Product View,D006437,IP003242
A00097047,C05328,2025-04-29 20:46:49,Product View,D007265,IP005707
A00097048,C04456,2025-02-19 10:53:20,Product View,D005802,IP003415
A00097049,C01678,2026-08-05 15:53:32,Login,D008503,IP002093
A00097050,C00265,2026-02-06 19:08:47,Product View,D007406,IP003892
A00097051,C05770,2026-02-03 13:02:31,Search,D008110,IP002267
A00097052,C05335,2025-04-15 05:54:58,Login,D003835,IP005458
A00097053,C05872,2025-10-21 00:12:34,Product View,D003504,IP001842
A00097054,C01561,2025-11-22 17:08:55,Login,D001321,IP000260
A00097055,C01708,2026-02-24 00:58:57,Wishlist,D002880,IP005345
A00097056,C06229,2026-03-12 21:02:04,Product View,D005010,IP002353
A00097057,C02452,2026-06-08 17:58:52,Product View,D007592,IP000858
A00097058,C06733,2025-07-15 14:25:11,Checkout,D006397,IP005862
A00097059,C04609,2026-03-02 08:43:20,Search,D007969,IP002419
A00097060,C06979,2025-02-15 23:22:15,Product View,D003729,IP002041
A00097061,C05578,2026-04-30 19:17:54,Search,D005714,IP000022
A00097062,C01582,2026-04-29 16:16:56,Search,D008325,IP005256
A00097063,C01594,2026-07-01 16:36:13,Wishlist,D004356,IP006411
A00097064,C03637,2025-08-20 09:15:18,Product View,D001670,IP005447
A00097065,C07153,2026-03-14 17:06:02,Checkout,D001102,IP004916
A00097066,C02812,2025-09-10 17:12:18,Search,D001918,IP003049
A00097067,C02215,2026-07-04 20:53:09,Product View,D001201,IP002151
A00097068,C06065,2025-11-13 03:38:01,Login,D001239,IP001904
A00097069,C06463,2026-03-26 19:04:01,Search,D009493,IP005095
A00097070,C02313,2026-04-28 06:54:35,Search,D007135,IP004801
A00097071,C02262,2025-04-17 08:48:59,Login,D005677,IP003047
A00097072,C03051,2025-05-19 11:35:18,Checkout,D003826,IP005296
A00097073,C00938,2025-03-30 12:43:50,Checkout,D001314,IP005961
A00097074,C07823,2025-09-09 16:59:41,Product View,D004393,IP000813
A00097075,C07388,2026-03-25 17:31:07,Checkout,D009755,IP002246
A00097076,C02337,2025-03-31 19:44:30,Search,D004570,IP001635
A00097077,C02413,2025-02-18 13:54:33,Wishlist,D002177,IP003491
A00097078,C05654,2025-02-13 03:46:55,Login,D007776,IP001978
A00097079,C06463,2025-08-22 18:08:13,Search,D009493,IP005095
A00097080,C04737,2025-10-22 11:01:25,Product View,D007744,IP006253
A00097081,C00341,2026-01-10 09:39:50,Product View,D000855,IP006117
A00097082,C06641,2026-03-03 12:00:45,Product View,D007305,IP005920
A00097083,C01578,2026-05-25 12:28:59,Search,D007781,IP003604
A00097084,C03800,2025-05-01 03:18:43,Product View,D003996,IP004634
A00097085,C07207,2025-04-27 21:20:03,Search,D002098,IP003289
A00097086,C03251,2025-06-26 16:19:26,Product View,D006429,IP005137
A00097087,C08000,2025-12-28 02:41:05,Login,D003684,IP004615
A00097088,C03547,2026-05-24 11:52:09,Search,D005858,IP006289
A00097089,C06866,2025-06-03 23:23:21,Search,D003848,IP002793
A00097090,C06525,2026-04-12 06:59:54,Search,D003000,IP000405
A00097091,C05364,2025-07-19 08:54:19,Product View,D007950,IP004784
A00097092,C00519,2026-03-24 10:40:03,Search,D008002,IP006777
A00097093,C00036,2026-05-01 03:00:44,Search,D007484,IP001732
A00097094,C03773,2026-01-01 06:35:29,Product View,D000454,IP004532
A00097095,C00984,2026-07-24 00:50:00,Checkout,D006815,IP002993
A00097096,C02045,2025-05-31 19:16:52,Search,D009326,IP004003
A00097097,C05787,2026-07-30 12:28:40,Wishlist,D000359,IP004359
A00097098,C05708,2026-05-05 15:56:50,Add to Cart,D003134,IP002011
A00097099,C07625,2026-04-27 20:47:10,Checkout,D005757,IP003813
A00097100,C04656,2025-06-21 02:49:28,Search,D003201,IP002199
A00097101,C06998,2025-01-28 03:55:49,Search,D004280,IP004795
A00097102,C04867,2026-05-13 10:38:31,Checkout,D003781,IP004472
A00097103,C03580,2025-04-04 00:58:15,Search,D007850,IP004894
A00097104,C02282,2026-08-17 15:18:41,Login,D001669,IP004192
A00097105,C06393,2026-01-14 16:46:05,Search,D008717,IP003379
A00097106,C03095,2026-07-13 23:50:11,Search,D006101,IP001386
A00097107,C01039,2026-02-08 05:05:40,Search,D003915,IP001202
A00097108,C07190,2026-01-31 16:19:37,Checkout,D004627,IP006783
A00097109,C01664,2025-05-26 01:51:56,Product View,D005640,IP005341
A00097110,C00779,2025-03-09 19:45:50,Search,D004223,IP000924
