order_id,customer_id,order_timestamp,shipping_country,shipping_city,order_status,order_amount
O0037314,C00065,2025-12-27 10:35:30,India,Hyderabad,Delivered,96.4
O0037315,C02423,2026-03-09 09:55:19,Australia,Brisbane,Delivered,31.43
O0037316,C01257,2025-02-04 04:49:53,India,Chennai,Delivered,155.09
O0037317,C02824,2026-02-23 10:39:09,India,Hyderabad,Shipped,415.48
O0037318,C06183,2025-06-28 08:17:21,India,Mumbai,Delivered,122.87
O0037319,C02479,2025-06-26 21:12:39,India,Pune,Shipped,240.77
O0037320,C04505,2025-07-18 08:33:04,UK,London,Delivered,45.32
O0037321,C07375,2025-10-25 20:40:55,India,Pune,Delivered,187.36
O0037322,C05602,2026-06-18 02:34:52,India,Pune,Processing,50.74
O0037323,C04518,2026-08-21 03:58:10,France,Paris,Delivered,325.37
O0037324,C06958,2025-11-27 11:20:57,Canada,Toronto,Delivered,232.51
O0037325,C02647,2026-03-22 16:00:42,Singapore,Singapore,Delivered,44.9
O0037326,C01582,2025-07-11 19:35:46,UK,Leeds,Delivered,43.51
O0037327,C05992,2026-01-19 14:23:03,USA,New York,Delivered,276.75
O0037328,C00488,2026-02-01 01:53:20,India,Pune,Delivered,423.52
O0037329,C03400,2025-05-26 15:39:18,USA,Austin,Processing,268.56
O0037330,C02312,2025-09-10 20:18:29,France,Lyon,Delivered,364.25
O0037331,C07784,2025-05-15 11:02:59,India,Delhi,Shipped,124.65
O0037332,C03021,2026-01-26 03:55:14,India,Delhi,Delivered,17.54
O0037333,C05341,2026-06-05 03:32:42,Germany,Berlin,Delivered,263.96
O0037334,C02153,2025-05-28 23:01:36,Canada,Vancouver,Delivered,49.04
O0037335,C07874,2025-01-11 03:35:39,France,Marseille,Delivered,36.46
O0037336,C01455,2026-07-26 05:28:13,India,Pune,Shipped,403.05
O0037337,C07279,2026-03-12 09:59:43,Australia,Sydney,Delivered,35.8
O0037338,C03585,2025-03-08 03:42:31,UK,Birmingham,Delivered,374.62
O0037339,C03424,2025-02-14 04:10:16,India,Bengaluru,Delivered,380.95
O0037340,C05628,2025-07-14 01:21:48,India,Delhi,Delivered,53.28
O0037341,C00757,2025-10-30 13:06:05,USA,New York,Processing,14.72
O0037342,C04408,2026-06-26 18:34:00,India,Delhi,Delivered,141.23
O0037343,C01762,2025-02-13 19:02:04,Germany,Munich,Delivered,414.98
O0037344,C01270,2025-09-06 08:31:43,India,Hyderabad,Delivered,2351.56
O0037345,C07040,2026-02-02 12:49:27,Canada,Vancouver,Processing,355.13
O0037346,C07977,2025-05-03 16:34:29,UAE,Abu Dhabi,Processing,326.09
O0037347,C07783,2025-06-29 13:50:27,France,Paris,Delivered,178.2
O0037348,C06584,2025-08-15 19:50:51,India,Chennai,Delivered,80.08
O0037349,C07377,2025-05-07 14:37:24,USA,Seattle,Shipped,35.7
O0037350,C07406,2026-01-15 05:10:09,India,Hyderabad,Delivered,88.25
O0037351,C01422,2026-01-28 18:24:22,UK,Manchester,Delivered,67.57
O0037352,C00694,2026-07-23 16:30:12,India,Pune,Delivered,155.2
O0037353,C01029,2026-05-16 22:35:10,India,Mumbai,Delivered,44.56
O0037354,C01309,2025-11-16 14:14:12,India,Chennai,Delivered,25.65
O0037355,C06596,2025-05-16 10:17:01,India,Chennai,Cancelled,137.82
O0037356,C07548,2025-12-09 23:31:15,India,Bengaluru,Delivered,145.07
O0037357,C02819,2026-08-27 15:42:25,India,Bengaluru,Delivered,28.99
O0037358,C00280,2026-01-06 23:41:11,Germany,Munich,Cancelled,51.3
O0037359,C02467,2025-08-14 21:06:53,UK,Manchester,Delivered,248.86
O0037360,C05664,2025-11-26 06:54:08,USA,New York,Delivered,51.7
O0037361,C07560,2026-01-31 01:16:29,Germany,Berlin,Delivered,21.42
O0037362,C03620,2025-05-04 12:31:23,India,Bengaluru,Delivered,19.91
O0037363,C02687,2026-08-17 03:59:25,India,Delhi,Delivered,49.51
O0037364,C05259,2026-03-09 19:12:34,UK,London,Delivered,4.12
O0037365,C01686,2025-10-29 00:48:55,France,Lyon,Processing,3.0
O0037366,C06150,2025-07-07 15:52:48,UAE,Abu Dhabi,Delivered,97.9
O0037367,C03312,2026-01-14 10:19:30,Canada,Toronto,Delivered,25.69
O0037368,C07827,2025-10-09 16:28:51,UAE,Sharjah,Processing,119.2
O0037369,C07488,2026-03-07 09:47:59,Singapore,Singapore,Delivered,925.15
O0037370,C05357,2026-04-29 07:28:20,India,Hyderabad,Delivered,58.79
O0037371,C05211,2026-01-14 19:20:36,UAE,Dubai,Delivered,156.49
O0037372,C00998,2026-06-03 22:38:12,India,Mumbai,Delivered,233.71
O0037373,C02261,2025-09-12 01:22:11,Australia,Melbourne,Delivered,236.6
O0037374,C06917,2026-05-20 19:02:18,UK,Leeds,Delivered,24.36
O0037375,C02909,2026-05-22 16:20:38,India,Pune,Delivered,20.22
O0037376,C03399,2025-03-21 00:28:30,India,Mumbai,Delivered,22.94
O0037377,C06742,2025-04-29 03:58:02,India,Delhi,Delivered,86.1
O0037378,C03421,2025-09-18 08:19:18,Australia,Sydney,Delivered,306.38
O0037379,C06823,2026-01-01 16:35:53,Singapore,Singapore,Shipped,30.66
O0037380,C00567,2026-05-04 00:13:38,UK,Leeds,Delivered,40.3
O0037381,C05548,2025-07-28 10:45:03,India,Mumbai,Delivered,226.04
O0037382,C00519,2026-01-25 01:42:24,Netherlands,Rotterdam,Cancelled,44.55
O0037383,C06349,2025-01-25 22:42:05,USA,Chicago,Delivered,67.87
O0037384,C04445,2025-10-15 11:36:57,UK,Leeds,Delivered,56.45
O0037385,C04472,2025-09-06 05:38:29,Netherlands,Amsterdam,Delivered,82.71
O0037386,C03018,2026-05-26 16:44:15,UK,Leeds,Cancelled,357.62
O0037387,C07254,2025-03-01 03:14:12,UAE,Dubai,Delivered,136.42
O0037388,C04104,2026-03-31 01:08:52,India,Delhi,Delivered,20.11
O0037389,C02091,2026-06-02 19:02:20,Australia,Sydney,Delivered,141.04
O0037390,C06610,2026-08-30 18:56:04,India,Hyderabad,Shipped,5.03
O0037391,C07602,2025-09-27 04:42:05,India,Chennai,Delivered,441.72
O0037392,C01935,2025-12-20 15:58:54,Canada,Vancouver,Delivered,111.66
O0037393,C04868,2025-06-25 00:43:45,India,Mumbai,Delivered,143.72
O0037394,C04747,2025-11-12 16:16:58,India,Mumbai,Processing,65.45
O0037395,C04899,2025-08-22 18:40:47,India,Pune,Delivered,861.04
O0037396,C04537,2025-12-24 15:36:52,UK,Leeds,Processing,29.21
O0037397,C00809,2026-08-17 03:46:54,UK,Leeds,Delivered,35.53
O0037398,C03298,2025-07-11 22:57:02,India,Delhi,Delivered,255.75
O0037399,C07891,2026-05-01 18:50:51,India,Hyderabad,Delivered,71.01
O0037400,C00713,2026-02-25 04:46:50,UK,Leeds,Delivered,8.68
O0037401,C05386,2026-01-23 21:06:13,USA,Austin,Delivered,103.9
O0037402,C07184,2026-04-22 14:02:09,Australia,Brisbane,Delivered,103.36
O0037403,C01603,2025-01-13 08:24:42,India,Mumbai,Delivered,321.26
O0037404,C06448,2025-06-17 04:05:59,UK,Manchester,Shipped,37.24
O0037405,C01929,2026-01-13 11:01:33,USA,New York,Shipped,56.24
O0037406,C00247,2025-08-17 08:09:37,UK,London,Delivered,293.46
O0037407,C04199,2026-03-03 02:53:56,UK,Manchester,Delivered,82.84
O0037408,C05704,2026-04-06 09:33:10,India,Chennai,Delivered,22.19
O0037409,C01578,2026-08-31 04:10:18,USA,Seattle,Processing,258.68
O0037410,C00576,2026-07-14 22:38:52,UAE,Sharjah,Delivered,4.63
O0037411,C04454,2025-11-25 19:52:37,Germany,Hamburg,Delivered,11.19
O0037412,C01181,2026-01-18 08:34:29,Singapore,Singapore,Delivered,85.76
O0037413,C01486,2025-08-14 12:54:42,UK,Birmingham,Delivered,512.54
O0037414,C05645,2025-06-22 13:28:22,USA,Austin,Delivered,13.66
O0037415,C04918,2026-07-18 21:31:12,UK,Leeds,Delivered,157.92
O0037416,C07595,2025-02-01 07:54:59,India,Pune,Shipped,31.6
O0037417,C02588,2026-07-29 19:01:17,Canada,Montreal,Delivered,225.32
O0037418,C01710,2025-07-12 05:19:47,Canada,Vancouver,Shipped,266.19
O0037419,C05278,2025-02-11 08:37:53,India,Chennai,Delivered,177.82
O0037420,C07788,2026-03-08 02:00:56,UAE,Sharjah,Delivered,92.3
O0037421,C04455,2025-12-03 04:51:43,France,Marseille,Delivered,242.89
O0037422,C02364,2025-12-22 00:07:21,UK,Leeds,Processing,35.85
O0037423,C07304,2026-05-21 19:47:12,France,Paris,Processing,33.41
O0037424,C04904,2026-01-06 03:01:38,India,Bengaluru,Processing,4.72
O0037425,C01698,2025-02-25 17:59:23,India,Mumbai,Delivered,149.21
O0037426,C07617,2025-01-11 18:29:07,India,Delhi,Delivered,167.24
O0037427,C02193,2025-10-26 11:19:36,Canada,Vancouver,Delivered,299.51
O0037428,C07212,2026-08-08 04:35:38,India,Mumbai,Shipped,169.15
O0037429,C04939,2025-05-10 00:16:50,Australia,Brisbane,Processing,96.04
O0037430,C04054,2025-09-11 05:45:19,USA,San Francisco,Delivered,632.75
O0037431,C02661,2025-09-05 18:00:20,UK,Leeds,Delivered,46.66
O0037432,C00963,2025-03-11 19:17:05,India,Hyderabad,Delivered,341.66
O0037433,C01954,2025-05-09 01:16:59,Australia,Sydney,Processing,163.3
O0037434,C02650,2026-02-27 09:47:09,UK,London,Delivered,71.18
O0037435,C02324,2025-11-12 08:20:54,India,Bengaluru,Shipped,77.84
O0037436,C00598,2026-03-11 21:37:29,India,Mumbai,Delivered,97.38
O0037437,C04668,2025-10-29 12:49:45,Germany,Munich,Delivered,25.76
O0037438,C03839,2026-08-31 20:16:04,UAE,Dubai,Delivered,21.02
O0037439,C00859,2026-07-28 21:24:47,USA,Austin,Delivered,41.38
O0037440,C03753,2026-01-18 22:46:08,India,Pune,Delivered,227.27
O0037441,C00646,2025-03-19 15:23:35,France,Lyon,Delivered,98.04
O0037442,C07464,2025-01-09 09:11:41,UK,Manchester,Delivered,189.09
O0037443,C02078,2026-07-09 01:58:20,UK,Leeds,Delivered,66.66
O0037444,C05812,2025-02-08 13:06:11,Netherlands,Rotterdam,Shipped,40.08
O0037445,C02010,2026-06-05 00:19:20,UK,Leeds,Delivered,14.13
O0037446,C03835,2026-06-07 06:33:37,UK,Manchester,Delivered,87.03
O0037447,C07478,2025-09-24 17:42:24,India,Pune,Delivered,45.58
O0037448,C06997,2026-04-28 02:34:17,Canada,Vancouver,Delivered,32.7
O0037449,C06264,2025-05-17 18:35:59,Singapore,Singapore,Delivered,60.69
O0037450,C06351,2026-03-14 21:30:21,India,Bengaluru,Shipped,32.39
O0037451,C06604,2025-07-16 22:38:42,Germany,Munich,Delivered,113.63
O0037452,C05958,2025-12-23 23:25:42,UK,Birmingham,Delivered,189.05
O0037453,C07200,2026-02-22 05:05:45,UAE,Dubai,Delivered,83.46
O0037454,C02806,2025-12-14 19:21:48,Singapore,Singapore,Delivered,352.69
O0037455,C04239,2026-04-07 21:21:03,Canada,Vancouver,Delivered,19.86
O0037456,C05198,2026-05-28 20:47:53,India,Chennai,Delivered,15.1
O0037457,C01582,2025-01-14 07:56:04,UK,Leeds,Delivered,286.87
O0037458,C04058,2025-09-06 22:37:13,India,Delhi,Delivered,143.42
O0037459,C01005,2026-01-26 10:41:13,Germany,Munich,Delivered,40.88
O0037460,C04913,2025-02-21 03:54:27,USA,Seattle,Delivered,290.17
O0037461,C00793,2025-05-07 04:49:07,UK,Leeds,Delivered,31.92
O0037462,C04059,2025-09-29 03:26:05,France,Marseille,Delivered,156.13
O0037463,C03732,2025-06-19 01:30:17,Singapore,Singapore,Shipped,33.36
O0037464,C00901,2026-05-06 10:19:05,India,Bengaluru,Processing,143.89
O0037465,C03531,2025-09-15 23:03:46,India,Mumbai,Delivered,69.22
O0037466,C05443,2025-11-19 03:43:55,India,Delhi,Delivered,158.18
O0037467,C04797,2026-08-06 05:51:35,India,Mumbai,Delivered,57.82
O0037468,C03697,2025-05-14 00:37:07,Singapore,Singapore,Delivered,250.39
O0037469,C02923,2025-05-19 01:10:47,Germany,Berlin,Delivered,174.67
O0037470,C00478,2025-12-04 20:51:48,USA,Austin,Delivered,27.14
O0037471,C07666,2026-02-07 08:05:13,India,Hyderabad,Delivered,31.05
O0037472,C03226,2025-03-10 04:52:00,France,Paris,Processing,55.1
O0037473,C03335,2025-07-19 17:59:39,France,Marseille,Delivered,106.86
O0037474,C01040,2025-06-27 06:42:16,India,Bengaluru,Delivered,36.8
O0037475,C04291,2025-09-16 09:48:11,USA,Chicago,Delivered,41.06
O0037476,C07841,2026-02-28 21:25:10,USA,Seattle,Processing,62.5
O0037477,C02023,2026-07-03 09:42:14,UAE,Dubai,Delivered,389.56
O0037478,C02514,2025-04-08 10:11:11,USA,San Francisco,Delivered,66.98
O0037479,C01887,2025-10-09 01:50:32,India,Mumbai,Shipped,123.64
O0037480,C06953,2025-05-08 23:16:22,UK,Leeds,Processing,871.12
O0037481,C03840,2026-01-31 16:40:10,Canada,Vancouver,Cancelled,146.88
O0037482,C06605,2026-03-12 06:07:54,USA,Chicago,Cancelled,59.56
O0037483,C06823,2026-08-09 19:37:23,Singapore,Singapore,Delivered,423.13
O0037484,C06007,2025-02-12 14:41:23,USA,Chicago,Processing,33.99
O0037485,C02095,2026-06-23 14:26:45,India,Hyderabad,Delivered,46.38
O0037486,C00286,2025-05-09 10:14:33,India,Mumbai,Delivered,17.11
O0037487,C01147,2025-01-18 16:41:24,Germany,Munich,Cancelled,151.44
O0037488,C05588,2025-08-27 03:58:25,UK,Birmingham,Delivered,71.11
O0037489,C05941,2025-05-14 14:12:38,UK,Manchester,Delivered,55.74
O0037490,C06156,2025-07-18 20:50:26,India,Chennai,Delivered,252.88
O0037491,C01950,2025-11-22 23:48:46,UK,Leeds,Delivered,45.74
O0037492,C01229,2025-09-18 10:02:24,Netherlands,Rotterdam,Delivered,77.27
O0037493,C07398,2026-05-04 19:00:11,France,Paris,Delivered,241.41
O0037494,C05348,2025-04-21 12:52:21,India,Chennai,Delivered,159.53
O0037495,C05952,2025-07-14 14:20:27,India,Bengaluru,Delivered,55.62
O0037496,C00762,2025-12-06 06:47:08,India,Chennai,Delivered,46.47
O0037497,C03298,2025-04-27 14:02:57,India,Delhi,Processing,286.29
O0037498,C00521,2026-03-18 12:07:43,USA,Seattle,Delivered,12.64
O0037499,C05298,2026-06-04 21:40:08,USA,San Francisco,Delivered,35.57
O0037500,C03951,2026-02-23 12:31:27,India,Hyderabad,Delivered,87.63
O0037501,C03636,2025-05-12 09:56:39,UK,London,Shipped,492.17
O0037502,C07250,2026-06-05 14:10:03,Germany,Munich,Delivered,36.27
O0037503,C05938,2025-08-16 06:30:49,India,Chennai,Shipped,4.94
O0037504,C07736,2026-07-13 01:48:31,USA,Seattle,Processing,86.02
O0037505,C00379,2026-08-23 16:01:19,Germany,Hamburg,Delivered,41.71
O0037506,C04950,2026-02-11 07:00:54,Germany,Hamburg,Shipped,95.7
O0037507,C05064,2026-04-03 00:21:51,India,Mumbai,Delivered,175.16
O0037508,C00210,2025-03-23 11:39:00,India,Bengaluru,Delivered,58.59
O0037509,C06328,2026-01-08 11:34:11,UK,Leeds,Delivered,128.48
O0037510,C01235,2026-05-03 17:31:00,Canada,Vancouver,Delivered,53.45
O0037511,C05628,2025-09-01 19:30:18,India,Delhi,Delivered,145.88
O0037512,C00306,2025-03-26 17:14:55,Singapore,Singapore,Delivered,31.54
O0037513,C04931,2026-06-26 05:02:51,UK,Birmingham,Delivered,96.6
O0037514,C04194,2026-04-23 11:56:24,Australia,Sydney,Delivered,208.92
O0037515,C03909,2026-07-15 19:37:12,USA,San Francisco,Shipped,16.02
O0037516,C02934,2025-12-26 14:35:41,USA,Austin,Delivered,638.23
O0037517,C03366,2025-12-23 01:57:19,USA,Austin,Cancelled,118.96
O0037518,C03854,2025-05-28 07:46:49,UAE,Dubai,Delivered,381.82
O0037519,C02391,2025-01-19 18:13:25,UK,Leeds,Delivered,32.57
O0037520,C07500,2025-08-23 11:18:28,Canada,Vancouver,Delivered,53.72
O0037521,C07740,2025-07-02 12:07:47,India,Bengaluru,Delivered,71.94
O0037522,C02405,2025-02-10 08:36:13,Canada,Vancouver,Processing,453.4
O0037523,C06263,2026-05-31 19:07:05,India,Hyderabad,Delivered,16.47
O0037524,C06030,2025-05-31 14:59:20,India,Mumbai,Delivered,561.16
O0037525,C07027,2025-06-02 15:51:49,India,Bengaluru,Delivered,34.32
O0037526,C00032,2025-02-08 21:09:57,India,Pune,Delivered,195.57
O0037527,C02704,2026-06-17 18:21:37,India,Pune,Delivered,228.24
O0037528,C01160,2025-12-16 17:45:34,India,Hyderabad,Delivered,18.77
O0037529,C03130,2025-03-31 20:45:44,Germany,Munich,Shipped,25.1
O0037530,C04632,2026-06-19 01:51:31,India,Hyderabad,Delivered,62.6
O0037531,C07290,2025-04-10 04:03:59,Germany,Munich,Delivered,144.55
O0037532,C06740,2025-04-02 06:20:30,UAE,Dubai,Delivered,56.82
O0037533,C04026,2026-02-26 04:13:53,Germany,Hamburg,Delivered,279.72
O0037534,C00185,2025-12-21 04:18:01,India,Bengaluru,Delivered,155.23
O0037535,C02414,2025-09-18 11:06:52,India,Hyderabad,Cancelled,196.34
O0037536,C00860,2026-08-01 08:32:23,India,Delhi,Delivered,57.71
O0037537,C05236,2026-03-07 17:15:47,India,Pune,Delivered,6.26
O0037538,C05578,2025-12-28 10:22:49,Netherlands,Rotterdam,Shipped,178.98
O0037539,C05219,2026-07-12 04:19:55,India,Pune,Delivered,26.36
O0037540,C02205,2025-11-29 08:49:52,Australia,Brisbane,Delivered,112.29
O0037541,C07373,2026-08-18 11:02:01,India,Delhi,Delivered,26.03
O0037542,C04746,2025-04-07 06:09:59,India,Hyderabad,Delivered,29.42
O0037543,C04812,2025-05-14 11:00:16,France,Marseille,Delivered,62.04
O0037544,C06538,2025-08-16 16:02:55,France,Lyon,Delivered,189.1
O0037545,C00565,2026-06-19 05:38:49,UK,Manchester,Delivered,28.73
O0037546,C01673,2025-12-27 13:09:08,France,Paris,Delivered,70.77
O0037547,C04755,2026-05-07 12:45:06,France,Lyon,Shipped,17.8
O0037548,C04904,2026-01-23 01:48:25,India,Bengaluru,Cancelled,241.71
O0037549,C03775,2026-07-07 19:40:12,Canada,Vancouver,Delivered,326.4
O0037550,C06272,2025-10-09 02:27:07,UAE,Dubai,Delivered,250.0
O0037551,C02768,2025-01-29 03:51:46,India,Hyderabad,Delivered,147.78
O0037552,C00092,2026-02-13 08:44:15,Canada,Vancouver,Delivered,127.77
O0037553,C02721,2025-04-29 00:58:30,France,Marseille,Delivered,54.56
O0037554,C07744,2026-07-01 01:56:15,India,Bengaluru,Delivered,318.24
O0037555,C06266,2025-01-12 03:02:30,UK,Birmingham,Delivered,122.6
O0037556,C02554,2026-04-20 16:19:37,UAE,Sharjah,Delivered,86.34
O0037557,C01783,2026-08-19 23:07:10,UK,Birmingham,Delivered,1653.14
O0037558,C06495,2025-09-12 16:29:45,Singapore,Singapore,Delivered,139.31
O0037559,C01597,2025-11-15 22:05:46,India,Hyderabad,Delivered,148.93
O0037560,C04672,2025-04-13 05:37:45,France,Paris,Delivered,87.78
O0037561,C04096,2025-04-17 21:23:38,UK,Leeds,Delivered,7.57
O0037562,C03387,2025-10-07 20:15:20,India,Hyderabad,Delivered,133.12
O0037563,C03414,2025-05-05 20:00:49,UK,Manchester,Delivered,326.45
O0037564,C05635,2025-03-31 07:08:38,India,Mumbai,Delivered,27.64
O0037565,C00833,2025-01-12 20:51:35,India,Mumbai,Delivered,73.72
O0037566,C03169,2025-09-03 05:28:09,Australia,Melbourne,Processing,22.87
O0037567,C07765,2026-01-05 20:39:02,Canada,Toronto,Shipped,144.42
O0037568,C06257,2026-04-26 20:30:56,USA,San Francisco,Shipped,193.91
O0037569,C00168,2025-04-14 04:12:41,India,Chennai,Delivered,113.08
O0037570,C03600,2025-01-24 09:32:39,Canada,Toronto,Delivered,30.68
O0037571,C00949,2025-12-11 18:47:35,France,Lyon,Delivered,104.76
O0037572,C03919,2025-09-09 10:47:55,Canada,Montreal,Delivered,15.2
O0037573,C00839,2026-08-20 21:18:49,USA,San Francisco,Delivered,84.98
O0037574,C03116,2026-01-16 11:32:35,France,Lyon,Delivered,112.38
O0037575,C04394,2025-12-08 17:46:02,India,Pune,Delivered,107.84
O0037576,C02938,2025-02-10 13:56:07,USA,San Francisco,Delivered,315.11
O0037577,C04658,2025-10-11 16:46:52,USA,Chicago,Shipped,130.68
O0037578,C07886,2026-07-18 09:59:28,Germany,Berlin,Delivered,130.22
O0037579,C01962,2025-07-12 10:38:27,UK,Birmingham,Delivered,207.33
O0037580,C04538,2026-02-14 07:15:11,USA,Seattle,Delivered,491.84
O0037581,C03808,2025-11-23 14:55:33,India,Bengaluru,Delivered,86.97
O0037582,C06491,2025-11-21 11:31:45,USA,Chicago,Delivered,23.83
O0037583,C02525,2026-07-07 20:04:45,Germany,Berlin,Processing,100.09
O0037584,C05121,2025-08-07 15:46:09,India,Pune,Delivered,32.34
O0037585,C05564,2026-02-05 06:18:57,India,Bengaluru,Delivered,100.79
O0037586,C07815,2026-01-29 07:51:57,India,Delhi,Delivered,4412.82
O0037587,C01213,2026-06-09 18:04:18,India,Chennai,Delivered,3.24
O0037588,C07985,2025-10-05 04:01:14,UK,Manchester,Delivered,29.84
O0037589,C05786,2026-04-03 19:36:58,UAE,Abu Dhabi,Delivered,481.22
O0037590,C03680,2026-07-22 13:15:09,UK,Birmingham,Delivered,71.66
O0037591,C02113,2025-07-04 00:15:57,India,Mumbai,Cancelled,25.02
O0037592,C05053,2025-10-01 13:12:21,India,Bengaluru,Delivered,28.34
O0037593,C01136,2026-07-01 13:36:12,India,Delhi,Delivered,317.58
O0037594,C07593,2025-11-06 23:44:29,Australia,Sydney,Delivered,583.29
O0037595,C01487,2026-06-01 21:30:57,UK,Birmingham,Delivered,225.53
O0037596,C06225,2025-06-18 23:45:45,India,Pune,Delivered,150.32
O0037597,C02764,2025-07-07 01:53:07,UK,Leeds,Processing,121.86
O0037598,C01721,2025-09-23 01:37:23,India,Mumbai,Delivered,83.95
O0037599,C06485,2025-05-22 17:21:37,India,Hyderabad,Cancelled,81.48
O0037600,C07126,2025-02-20 05:03:13,UK,Leeds,Delivered,138.73
O0037601,C00045,2025-08-02 12:01:19,India,Chennai,Processing,306.74
O0037602,C07808,2025-10-30 14:11:58,France,Marseille,Delivered,42.98
O0037603,C03379,2025-12-07 13:50:06,India,Bengaluru,Shipped,47.96
O0037604,C00784,2026-02-08 20:05:03,India,Hyderabad,Cancelled,316.99
O0037605,C03651,2025-01-20 10:20:42,Australia,Brisbane,Delivered,25.7
O0037606,C00960,2026-04-19 08:44:07,Australia,Brisbane,Delivered,26.06
O0037607,C02076,2025-02-11 15:16:47,France,Marseille,Processing,150.67
O0037608,C04485,2025-08-05 21:35:26,India,Bengaluru,Delivered,1008.99
O0037609,C02877,2025-05-05 00:16:45,UK,Leeds,Delivered,300.76
O0037610,C01821,2025-05-17 13:49:32,India,Bengaluru,Delivered,1092.92
O0037611,C01576,2026-04-08 17:55:17,India,Delhi,Delivered,43.26
O0037612,C05112,2025-08-13 12:32:39,France,Marseille,Delivered,57.1
O0037613,C07299,2025-01-10 00:04:30,UK,Birmingham,Shipped,50.05
O0037614,C00469,2025-03-31 18:49:29,India,Mumbai,Delivered,44.99
O0037615,C01952,2026-02-27 08:50:26,India,Delhi,Delivered,402.75
O0037616,C05358,2025-09-25 04:13:45,Singapore,Singapore,Delivered,208.06
O0037617,C07900,2026-02-17 03:03:50,France,Paris,Delivered,779.12
O0037618,C05468,2026-04-17 14:18:15,France,Marseille,Delivered,39.34
O0037619,C00436,2025-07-04 17:13:08,Canada,Montreal,Delivered,41.7
O0037620,C01440,2025-12-27 04:50:24,Canada,Toronto,Shipped,96.84
O0037621,C02783,2025-01-20 10:31:45,Netherlands,Rotterdam,Delivered,119.4
O0037622,C01271,2026-08-15 22:50:21,Canada,Montreal,Delivered,468.35
O0037623,C01470,2025-10-19 06:16:38,Germany,Munich,Delivered,181.82
O0037624,C02198,2025-05-30 23:46:16,France,Paris,Delivered,433.13
O0037625,C02988,2026-07-12 15:02:41,UK,Birmingham,Delivered,27.44
O0037626,C03142,2026-03-21 19:38:04,UAE,Sharjah,Delivered,15.65
O0037627,C04031,2026-08-07 12:18:33,Canada,Vancouver,Delivered,114.64
O0037628,C07438,2026-05-27 22:18:24,India,Mumbai,Delivered,65.26
O0037629,C07945,2025-10-22 09:32:19,UK,Birmingham,Delivered,15.17
O0037630,C00158,2026-07-22 08:44:51,Australia,Brisbane,Delivered,221.43
O0037631,C03991,2025-08-24 18:11:26,India,Mumbai,Processing,143.22
O0037632,C06032,2026-02-27 00:22:06,UK,Leeds,Delivered,106.72
O0037633,C00598,2026-05-05 19:30:03,India,Mumbai,Delivered,257.42
O0037634,C07547,2025-09-24 18:42:53,Australia,Melbourne,Delivered,269.96
O0037635,C07522,2026-08-23 22:55:50,UK,Birmingham,Delivered,11.04
O0037636,C01663,2025-12-10 16:47:31,UAE,Sharjah,Delivered,27.38
O0037637,C06318,2025-12-29 10:08:02,USA,San Francisco,Delivered,13.6
O0037638,C04679,2025-09-10 23:33:13,Canada,Toronto,Cancelled,91.23
O0037639,C00277,2026-08-19 02:49:28,Germany,Munich,Delivered,215.57
O0037640,C02389,2026-04-07 21:41:17,Canada,Vancouver,Delivered,27.99
O0037641,C02112,2026-02-17 05:14:58,India,Pune,Delivered,20.9
O0037642,C07058,2025-07-26 14:11:38,India,Delhi,Delivered,61.62
O0037643,C07203,2026-01-16 18:29:56,USA,Seattle,Delivered,115.26
O0037644,C00281,2025-01-12 11:35:10,France,Paris,Processing,215.07
O0037645,C05947,2026-05-18 13:39:03,India,Pune,Delivered,182.66
O0037646,C00973,2025-08-03 02:15:08,Australia,Brisbane,Delivered,18.97
O0037647,C06358,2025-02-02 06:12:09,UK,Birmingham,Cancelled,469.35
O0037648,C06790,2026-02-13 14:37:40,USA,Seattle,Delivered,138.87
O0037649,C00492,2025-05-25 06:06:05,USA,Austin,Delivered,131.57
O0037650,C02613,2025-06-09 12:32:03,India,Delhi,Delivered,104.14
O0037651,C03045,2025-03-27 00:00:37,Australia,Melbourne,Delivered,138.9
O0037652,C07661,2025-02-03 02:33:21,India,Mumbai,Cancelled,696.06
O0037653,C02973,2025-12-24 00:42:40,Germany,Berlin,Shipped,92.13
O0037654,C02050,2026-04-05 21:18:07,India,Bengaluru,Delivered,12.17
O0037655,C04986,2026-01-20 20:57:41,India,Hyderabad,Delivered,17.53
O0037656,C01281,2025-12-01 18:11:28,USA,Austin,Processing,144.26
O0037657,C05025,2025-07-08 07:24:59,UAE,Dubai,Delivered,110.64
O0037658,C03702,2026-01-13 20:01:00,Canada,Montreal,Delivered,132.77
O0037659,C05868,2025-02-06 08:09:26,India,Mumbai,Processing,209.78
O0037660,C04659,2025-11-17 22:20:34,India,Hyderabad,Delivered,769.02
O0037661,C01423,2025-05-10 10:13:52,India,Delhi,Delivered,75.25
O0037662,C07518,2025-04-10 18:02:17,India,Pune,Shipped,38.09
O0037663,C03614,2026-06-12 07:48:36,Germany,Hamburg,Processing,209.24
O0037664,C05973,2025-03-30 09:48:30,Germany,Berlin,Delivered,479.33
O0037665,C04287,2025-02-12 18:28:18,France,Marseille,Delivered,25.52
O0037666,C06943,2025-03-25 12:58:48,Canada,Vancouver,Shipped,76.54
O0037667,C02696,2025-06-10 01:06:11,USA,Austin,Delivered,535.96
O0037668,C05129,2026-04-19 19:07:41,India,Bengaluru,Delivered,93.08
