return_id,order_id,customer_id,return_date,return_reason,refund_amount
R0003378,O0028045,C03378,2026-05-05,Wrong Item,74.82
R0003379,O0018072,C05041,2025-02-11,Changed Mind,120.81
R0003380,O0029163,C06953,2025-09-14,Late Delivery,32.49
R0003381,O0026265,C00632,2025-03-20,Changed Mind,97.83
R0003382,O0046589,C07679,2025-10-10,Late Delivery,30.74
R0003383,O0027309,C00565,2026-03-12,Late Delivery,13.2
R0003384,O0027424,C03806,2025-11-25,Changed Mind,162.21
R0003385,O0015804,C03469,2025-08-06,Late Delivery,13.79
R0003386,O0015619,C04025,2026-04-25,Not as Expected,249.6
R0003387,O0045677,C06087,2025-08-05,Late Delivery,22.14
R0003388,O0026332,C04242,2025-08-14,Not as Expected,24.15
R0003389,O0001415,C06953,2026-06-02,Damaged,34.49
R0003390,O0049622,C03754,2025-02-01,Not as Expected,32.23
R0003391,O0057041,C07496,2026-01-11,Changed Mind,174.33
R0003392,O0025162,C05388,2026-07-11,Damaged,88.63
R0003393,O0018886,C00709,2026-04-13,Changed Mind,251.47
R0003394,O0001902,C04420,2026-08-18,Not as Expected,13.45
R0003395,O0000580,C00487,2026-09-22,Wrong Item,65.05
R0003396,O0049093,C05852,2026-06-05,Wrong Item,32.66
R0003397,O0048215,C03223,2026-02-02,Wrong Item,176.29
R0003398,O0042829,C06614,2025-10-10,Wrong Item,18.3
R0003399,O0034502,C01469,2025-06-06,Not as Expected,74.75
R0003400,O0059899,C01778,2026-01-04,Late Delivery,59.46
R0003401,O0021300,C00947,2025-10-24,Not as Expected,54.73
R0003402,O0009785,C06866,2026-02-19,Changed Mind,48.16
R0003403,O0025073,C04595,2025-06-04,Wrong Item,222.92
R0003404,O0047239,C02909,2026-02-09,Damaged,4.48
R0003405,O0034226,C03114,2026-07-04,Not as Expected,4.0
R0003406,O0031044,C07282,2026-08-31,Not as Expected,169.27
R0003407,O0023813,C01998,2025-05-18,Changed Mind,3.83
R0003408,O0008800,C01497,2025-04-15,Late Delivery,205.55
R0003409,O0031207,C07330,2026-01-03,Not as Expected,83.19
R0003410,O0046435,C05838,2025-07-01,Not as Expected,21.14
R0003411,O0045375,C01439,2025-09-12,Not as Expected,74.53
R0003412,O0034884,C02766,2026-05-23,Not as Expected,74.92
R0003413,O0024836,C01351,2025-03-20,Wrong Item,137.92
R0003414,O0017424,C05584,2025-09-09,Not as Expected,171.66
R0003415,O0016705,C07041,2025-01-24,Late Delivery,63.77
R0003416,O0056433,C02240,2025-11-29,Changed Mind,7.26
R0003417,O0031382,C06689,2026-07-12,Wrong Item,159.64
R0003418,O0019629,C06078,2025-08-25,Late Delivery,95.77
R0003419,O0057732,C02800,2025-05-13,Late Delivery,7.93
R0003420,O0031197,C07922,2025-07-18,Changed Mind,185.15
R0003421,O0054998,C00481,2025-03-24,Wrong Item,93.84
R0003422,O0049719,C07262,2025-06-28,Late Delivery,237.91
R0003423,O0017591,C01379,2025-07-17,Damaged,56.69
R0003424,O0037865,C03099,2025-02-08,Not as Expected,9.97
R0003425,O0006313,C03829,2026-03-18,Late Delivery,12.32
R0003426,O0012776,C07397,2026-01-28,Not as Expected,24.65
R0003427,O0032804,C03123,2025-09-25,Changed Mind,85.62
R0003428,O0037678,C07108,2025-09-18,Wrong Item,29.78
R0003429,O0053432,C07167,2025-10-11,Changed Mind,15.76
R0003430,O0017547,C03517,2025-06-28,Late Delivery,15.06
R0003431,O0042468,C01864,2025-10-18,Late Delivery,16.39
R0003432,O0010135,C00092,2025-10-28,Changed Mind,136.29
R0003433,O0005940,C05206,2026-01-03,Late Delivery,18.04
R0003434,O0013841,C03231,2026-02-20,Damaged,115.33
R0003435,O0024901,C07705,2026-04-04,Not as Expected,33.72
R0003436,O0035947,C05818,2025-04-08,Late Delivery,16.98
R0003437,O0014509,C07215,2026-07-29,Changed Mind,836.77
R0003438,O0036328,C01698,2025-12-24,Not as Expected,52.27
R0003439,O0015834,C00664,2026-05-23,Damaged,7.82
R0003440,O0035054,C05063,2025-04-29,Changed Mind,66.59
R0003441,O0049904,C02725,2025-08-23,Damaged,350.4
R0003442,O0013200,C06392,2025-12-25,Not as Expected,2.03
R0003443,O0023534,C00132,2025-09-29,Not as Expected,45.53
R0003444,O0044433,C00762,2026-02-23,Late Delivery,33.52
R0003445,O0020388,C04918,2026-02-14,Not as Expected,41.3
R0003446,O0006414,C01887,2025-04-20,Late Delivery,16.73
R0003447,O0041978,C05440,2025-12-15,Wrong Item,34.6
R0003448,O0055563,C04454,2025-08-08,Changed Mind,261.57
R0003449,O0000148,C04803,2026-08-06,Late Delivery,363.93
R0003450,O0039742,C05660,2026-05-10,Damaged,33.53
R0003451,O0019308,C03165,2026-03-17,Damaged,21.36
R0003452,O0012885,C01241,2026-03-01,Changed Mind,272.76
R0003453,O0050674,C07032,2026-07-19,Not as Expected,11.26
R0003454,O0049872,C01749,2026-08-03,Not as Expected,222.95
R0003455,O0015994,C02756,2025-08-22,Changed Mind,97.73
R0003456,O0055682,C01972,2026-08-03,Wrong Item,376.92
R0003457,O0044487,C00141,2025-04-08,Not as Expected,119.22
R0003458,O0018465,C00951,2025-06-12,Damaged,27.43
R0003459,O0021038,C02049,2026-02-11,Changed Mind,102.84
R0003460,O0019911,C01671,2025-02-22,Damaged,10.72
R0003461,O0017893,C00290,2026-08-11,Not as Expected,26.07
R0003462,O0038165,C01388,2026-01-14,Late Delivery,55.72
R0003463,O0027838,C06576,2025-12-29,Late Delivery,43.44
R0003464,O0000940,C05903,2025-10-31,Damaged,9.51
R0003465,O0053850,C04534,2026-09-19,Changed Mind,75.49
R0003466,O0010760,C02659,2025-03-22,Damaged,42.3
R0003467,O0047703,C04095,2025-10-28,Not as Expected,55.01
R0003468,O0044232,C02278,2026-01-18,Wrong Item,14.85
R0003469,O0037868,C07749,2026-01-14,Wrong Item,94.16
R0003470,O0022224,C01153,2025-04-11,Damaged,7.42
R0003471,O0037113,C02205,2025-07-01,Wrong Item,49.89
R0003472,O0024568,C01493,2026-05-25,Changed Mind,123.84
R0003473,O0045975,C04729,2025-09-27,Changed Mind,21.47
R0003474,O0039037,C01379,2025-01-30,Not as Expected,37.57
R0003475,O0026650,C07847,2026-01-28,Wrong Item,78.14
R0003476,O0023875,C01274,2026-07-19,Not as Expected,13.66
R0003477,O0008816,C03917,2026-02-21,Not as Expected,70.96
R0003478,O0042866,C03689,2026-01-12,Damaged,320.7
R0003479,O0058475,C04842,2026-08-15,Not as Expected,440.4
R0003480,O0033248,C00671,2026-02-02,Changed Mind,372.71
R0003481,O0055710,C01495,2026-01-25,Damaged,512.88
R0003482,O0010033,C01072,2025-11-16,Damaged,26.88
R0003483,O0018381,C05891,2026-09-16,Changed Mind,218.91
R0003484,O0038476,C01868,2025-10-10,Damaged,81.14
R0003485,O0047122,C05289,2025-01-19,Not as Expected,56.12
R0003486,O0022504,C04403,2025-09-25,Late Delivery,237.66
R0003487,O0055327,C04078,2025-12-05,Wrong Item,927.76
R0003488,O0029985,C01384,2026-03-26,Late Delivery,201.42
R0003489,O0034817,C00010,2026-08-16,Late Delivery,175.49
R0003490,O0032439,C06967,2025-01-28,Damaged,98.81
R0003491,O0049680,C02383,2025-12-01,Damaged,130.39
R0003492,O0055634,C04507,2026-01-30,Late Delivery,16.84
R0003493,O0000794,C07744,2025-06-05,Changed Mind,21.09
R0003494,O0028210,C07015,2025-08-18,Not as Expected,85.11
R0003495,O0013928,C07882,2026-03-07,Changed Mind,12.86
R0003496,O0016252,C02396,2026-05-11,Changed Mind,13.0
R0003497,O0054353,C07815,2025-05-08,Not as Expected,196.33
R0003498,O0046195,C03322,2026-07-10,Damaged,228.89
R0003499,O0039864,C07267,2025-11-05,Changed Mind,244.4
R0003500,O0009452,C07789,2026-03-25,Late Delivery,77.81
R0003501,O0000294,C00148,2025-02-15,Wrong Item,87.34
R0003502,O0024101,C01414,2025-04-10,Damaged,132.0
R0003503,O0059045,C03092,2026-02-09,Not as Expected,87.63
R0003504,O0042502,C00486,2025-06-22,Late Delivery,133.58
R0003505,O0013777,C03250,2025-08-20,Wrong Item,69.05
R0003506,O0017417,C06228,2026-02-02,Changed Mind,131.31
R0003507,O0002285,C01786,2025-08-13,Damaged,621.71
R0003508,O0059864,C01478,2026-08-28,Changed Mind,202.82
R0003509,O0052294,C00824,2026-02-01,Not as Expected,351.19
R0003510,O0048108,C01253,2025-05-12,Not as Expected,163.74
R0003511,O0026451,C04245,2026-04-12,Wrong Item,25.06
R0003512,O0010161,C07367,2026-07-21,Not as Expected,195.27
R0003513,O0016380,C00115,2026-03-13,Late Delivery,55.45
R0003514,O0034342,C07640,2025-01-23,Wrong Item,64.88
R0003515,O0015062,C04656,2026-05-13,Damaged,14.84
R0003516,O0045326,C04036,2025-09-07,Not as Expected,95.02
R0003517,O0035627,C00887,2026-04-08,Late Delivery,184.71
R0003518,O0054429,C06315,2026-05-21,Not as Expected,184.09
R0003519,O0046620,C07574,2025-01-31,Late Delivery,105.74
R0003520,O0003342,C06990,2026-04-15,Changed Mind,121.6
R0003521,O0033212,C00158,2025-10-04,Late Delivery,92.87
R0003522,O0039046,C06507,2026-03-20,Wrong Item,49.39
R0003523,O0027027,C04922,2025-07-23,Not as Expected,27.36
R0003524,O0043074,C00503,2025-04-18,Damaged,134.47
R0003525,O0059119,C00236,2025-07-29,Wrong Item,20.1
R0003526,O0055770,C05839,2025-07-29,Not as Expected,20.64
R0003527,O0005358,C00956,2026-06-08,Late Delivery,170.39
R0003528,O0003220,C03251,2026-09-28,Damaged,39.83
R0003529,O0002295,C03930,2025-09-14,Late Delivery,41.42
R0003530,O0055399,C02155,2026-06-13,Damaged,164.56
R0003531,O0053209,C00745,2025-02-15,Late Delivery,125.86
R0003532,O0014246,C02887,2025-11-26,Changed Mind,161.06
R0003533,O0002613,C06958,2026-04-02,Not as Expected,14.78
R0003534,O0029620,C00422,2026-02-18,Late Delivery,30.08
R0003535,O0042121,C04533,2026-03-05,Changed Mind,107.46
R0003536,O0057820,C01366,2025-12-26,Wrong Item,198.53
R0003537,O0024164,C03047,2025-07-01,Late Delivery,186.18
R0003538,O0047428,C04087,2025-05-07,Late Delivery,43.63
R0003539,O0003803,C03080,2026-05-19,Not as Expected,206.71
R0003540,O0055056,C07734,2026-07-12,Damaged,54.53
R0003541,O0059376,C03213,2026-07-10,Changed Mind,226.5
R0003542,O0040961,C00069,2025-09-24,Not as Expected,88.72
R0003543,O0017288,C02389,2025-09-14,Not as Expected,115.27
R0003544,O0056660,C04777,2025-03-07,Damaged,102.4
R0003545,O0058067,C02015,2026-05-11,Not as Expected,297.73
R0003546,O0043767,C03850,2025-08-17,Late Delivery,17.54
R0003547,O0002869,C07528,2026-04-17,Damaged,85.67
R0003548,O0056561,C06992,2026-07-10,Damaged,159.37
R0003549,O0022923,C01017,2025-12-05,Not as Expected,47.62
R0003550,O0013097,C01142,2026-04-04,Changed Mind,22.27
R0003551,O0055370,C02589,2026-03-31,Not as Expected,2.68
R0003552,O0006572,C03895,2025-04-22,Changed Mind,97.75
R0003553,O0004632,C04951,2025-08-17,Late Delivery,56.81
R0003554,O0006213,C03601,2026-02-24,Changed Mind,61.2
R0003555,O0010119,C07401,2026-04-16,Not as Expected,105.14
R0003556,O0054473,C01162,2025-07-17,Changed Mind,55.25
R0003557,O0000830,C00463,2025-05-13,Wrong Item,114.88
R0003558,O0043034,C01077,2025-10-13,Wrong Item,13.24
R0003559,O0040488,C07032,2025-02-21,Not as Expected,71.19
R0003560,O0054840,C01470,2026-04-09,Late Delivery,29.88
R0003561,O0007234,C05319,2025-05-25,Late Delivery,284.51
R0003562,O0023628,C02541,2026-06-24,Late Delivery,51.08
R0003563,O0042382,C05082,2026-01-01,Wrong Item,16.36
R0003564,O0027364,C02671,2026-06-18,Damaged,9.4
R0003565,O0026443,C02609,2025-01-14,Damaged,55.82
R0003566,O0047139,C00783,2025-06-10,Damaged,59.69
R0003567,O0011347,C00478,2025-08-30,Not as Expected,28.41
R0003568,O0018043,C06541,2025-10-09,Wrong Item,115.58
R0003569,O0030873,C07437,2025-11-02,Damaged,35.76
R0003570,O0003721,C05120,2025-07-06,Not as Expected,46.02
R0003571,O0043022,C06274,2025-11-21,Not as Expected,38.05
R0003572,O0048275,C01862,2025-04-04,Damaged,304.42
R0003573,O0021837,C03219,2026-05-17,Late Delivery,6.46
R0003574,O0037814,C07594,2026-02-21,Changed Mind,107.55
R0003575,O0057686,C01684,2026-02-04,Damaged,4.71
R0003576,O0005703,C01087,2026-02-03,Late Delivery,32.42
R0003577,O0008835,C02298,2025-03-31,Not as Expected,199.12
R0003578,O0057346,C00858,2025-05-28,Wrong Item,123.88
R0003579,O0037118,C02423,2025-10-06,Not as Expected,39.85
R0003580,O0056355,C02659,2025-10-23,Damaged,848.72
R0003581,O0050900,C05568,2025-12-26,Changed Mind,9.48
R0003582,O0050520,C06871,2026-02-09,Late Delivery,82.7
R0003583,O0047807,C03186,2025-10-24,Late Delivery,67.0
R0003584,O0022529,C03362,2026-02-15,Late Delivery,43.17
R0003585,O0051716,C05600,2025-01-28,Late Delivery,122.64
R0003586,O0003473,C04130,2025-10-05,Changed Mind,201.87
R0003587,O0010668,C03444,2025-07-27,Wrong Item,65.79
R0003588,O0031823,C05953,2026-08-09,Late Delivery,24.66
R0003589,O0015511,C02562,2026-04-02,Damaged,22.17
R0003590,O0028280,C02120,2025-07-20,Wrong Item,103.52
R0003591,O0025118,C00730,2025-04-17,Not as Expected,35.66
R0003592,O0032325,C07650,2025-04-11,Changed Mind,152.72
R0003593,O0033798,C03571,2025-10-15,Damaged,62.0
R0003594,O0020874,C05250,2025-12-21,Late Delivery,73.69
R0003595,O0034248,C06089,2026-01-16,Not as Expected,30.23
R0003596,O0003455,C07522,2025-05-18,Not as Expected,64.98
R0003597,O0056319,C07728,2026-02-24,Damaged,25.21
R0003598,O0040997,C02890,2025-05-15,Late Delivery,303.47
R0003599,O0031325,C07377,2026-04-21,Damaged,49.49
R0003600,O0041679,C06062,2026-05-06,Changed Mind,52.9
R0003601,O0020905,C06564,2025-07-05,Wrong Item,65.41
R0003602,O0038687,C02101,2026-07-12,Wrong Item,221.81
R0003603,O0008727,C05196,2026-02-22,Changed Mind,59.15
R0003604,O0020604,C02637,2026-06-01,Late Delivery,131.8
R0003605,O0058746,C05829,2025-03-06,Late Delivery,229.42
R0003606,O0013424,C03606,2026-04-13,Changed Mind,67.99
R0003607,O0057089,C01100,2026-07-25,Not as Expected,456.73
R0003608,O0015266,C07275,2026-07-10,Changed Mind,12.61
R0003609,O0051296,C06719,2025-02-23,Wrong Item,37.92
R0003610,O0008764,C03054,2025-02-20,Changed Mind,33.85
R0003611,O0016073,C06453,2025-03-17,Not as Expected,316.58
R0003612,O0057019,C04698,2026-05-05,Late Delivery,50.44
R0003613,O0058090,C07196,2025-05-23,Changed Mind,39.8
R0003614,O0041640,C02249,2025-07-25,Damaged,297.38
R0003615,O0059303,C03764,2025-06-15,Changed Mind,285.89
R0003616,O0027859,C04872,2026-02-06,Changed Mind,8.14
R0003617,O0035936,C01642,2025-10-17,Not as Expected,49.47
R0003618,O0022774,C00622,2025-10-06,Damaged,109.1
R0003619,O0022056,C05872,2026-08-16,Changed Mind,19.03
R0003620,O0033001,C03780,2025-03-10,Damaged,2011.32
R0003621,O0007085,C00984,2025-12-04,Changed Mind,188.48
R0003622,O0036189,C03669,2026-06-02,Not as Expected,94.39
R0003623,O0035291,C05081,2025-06-21,Late Delivery,17.01
R0003624,O0045027,C02711,2025-06-27,Changed Mind,271.75
R0003625,O0038067,C04168,2025-04-08,Damaged,567.61
R0003626,O0021818,C06447,2026-02-24,Changed Mind,219.73
R0003627,O0055837,C00376,2025-03-05,Wrong Item,16.75
R0003628,O0055061,C00585,2026-06-23,Not as Expected,110.82
R0003629,O0022812,C03289,2026-08-03,Late Delivery,380.27
R0003630,O0038587,C00308,2025-12-10,Late Delivery,65.78
R0003631,O0046036,C07257,2025-03-30,Not as Expected,15.75
R0003632,O0028600,C02920,2026-03-03,Changed Mind,80.37
R0003633,O0038568,C03110,2026-01-14,Wrong Item,142.99
R0003634,O0020120,C04058,2025-07-05,Late Delivery,99.12
R0003635,O0043604,C03700,2025-05-08,Damaged,323.91
R0003636,O0054702,C02361,2025-03-10,Not as Expected,63.0
R0003637,O0015779,C05636,2026-04-15,Not as Expected,24.45
R0003638,O0022109,C02898,2025-11-19,Late Delivery,95.58
R0003639,O0015758,C04174,2025-04-06,Damaged,47.9
R0003640,O0055103,C03113,2025-04-14,Changed Mind,210.08
R0003641,O0033958,C02402,2025-03-24,Late Delivery,212.48
R0003642,O0040658,C06174,2025-10-03,Changed Mind,73.35
R0003643,O0059651,C01668,2025-05-01,Damaged,16.81
R0003644,O0051651,C04333,2026-01-19,Wrong Item,218.88
R0003645,O0044486,C05212,2025-11-10,Late Delivery,136.21
R0003646,O0035131,C06134,2025-12-11,Damaged,123.07
R0003647,O0045944,C02319,2025-04-30,Changed Mind,117.21
R0003648,O0021124,C00986,2025-06-24,Wrong Item,75.24
R0003649,O0021068,C04843,2026-09-05,Not as Expected,67.88
R0003650,O0037371,C05211,2026-02-01,Damaged,87.94
R0003651,O0046857,C06625,2026-04-17,Late Delivery,368.09
R0003652,O0014390,C05257,2026-01-11,Changed Mind,23.92
R0003653,O0022643,C02350,2026-04-12,Changed Mind,117.12
R0003654,O0027370,C03251,2026-03-06,Not as Expected,106.04
R0003655,O0056595,C07669,2025-02-16,Not as Expected,53.95
R0003656,O0017487,C00662,2025-10-30,Damaged,95.53
R0003657,O0021263,C07706,2026-06-20,Not as Expected,309.92
R0003658,O0001511,C06359,2025-06-16,Late Delivery,370.53
R0003659,O0032276,C04934,2026-08-26,Damaged,121.51
R0003660,O0006952,C07248,2025-05-16,Not as Expected,51.2
R0003661,O0025989,C05380,2025-12-27,Wrong Item,94.83
R0003662,O0032010,C02472,2025-07-12,Changed Mind,71.58
R0003663,O0037726,C04405,2026-05-12,Not as Expected,119.18
R0003664,O0030822,C01194,2025-10-29,Late Delivery,130.48
R0003665,O0014530,C01343,2026-04-03,Damaged,463.28
R0003666,O0022547,C01800,2025-02-14,Not as Expected,122.83
R0003667,O0025285,C01148,2025-06-07,Wrong Item,24.48
R0003668,O0011533,C05604,2026-04-23,Changed Mind,159.09
R0003669,O0005775,C03799,2025-04-26,Wrong Item,66.99
R0003670,O0014241,C06780,2025-06-17,Late Delivery,215.43
R0003671,O0026444,C00403,2026-09-20,Wrong Item,320.27
R0003672,O0057863,C02374,2025-10-14,Not as Expected,406.69
R0003673,O0032573,C06100,2026-02-04,Damaged,51.07
R0003674,O0051371,C00624,2026-01-29,Not as Expected,11.48
R0003675,O0013346,C06236,2026-02-18,Changed Mind,94.48
R0003676,O0045447,C05111,2025-02-12,Damaged,126.42
R0003677,O0043395,C05605,2026-03-13,Changed Mind,154.2
R0003678,O0045793,C05795,2026-01-14,Late Delivery,272.97
R0003679,O0054271,C02091,2025-06-29,Wrong Item,14.42
R0003680,O0004773,C02413,2025-05-04,Not as Expected,198.06
R0003681,O0054455,C06614,2025-07-09,Not as Expected,109.31
R0003682,O0051883,C07758,2026-02-04,Not as Expected,152.05
R0003683,O0024383,C01711,2026-05-20,Changed Mind,213.51
R0003684,O0017740,C00524,2025-09-16,Late Delivery,82.79
R0003685,O0011078,C06840,2025-04-19,Damaged,196.0
R0003686,O0051865,C04339,2025-02-21,Changed Mind,50.72
R0003687,O0022084,C05946,2026-03-22,Damaged,121.36
R0003688,O0009793,C07171,2025-04-22,Changed Mind,67.63
R0003689,O0047471,C04196,2025-04-27,Late Delivery,21.13
R0003690,O0025846,C02242,2026-06-10,Changed Mind,110.91
R0003691,O0028400,C05869,2025-11-12,Late Delivery,4.81
R0003692,O0000192,C01735,2025-11-18,Changed Mind,77.19
R0003693,O0026678,C06237,2026-01-02,Wrong Item,43.92
R0003694,O0046196,C04205,2026-07-31,Not as Expected,14.41
R0003695,O0000228,C03939,2025-02-06,Damaged,144.73
R0003696,O0034608,C07452,2026-06-22,Damaged,335.71
R0003697,O0002717,C01090,2025-12-10,Wrong Item,124.09
R0003698,O0003700,C04160,2025-08-08,Changed Mind,46.24
R0003699,O0000371,C05561,2025-12-08,Changed Mind,119.55
R0003700,O0016796,C01256,2025-05-20,Late Delivery,47.41
R0003701,O0047726,C06572,2026-03-10,Changed Mind,29.76
R0003702,O0055589,C02356,2025-03-04,Damaged,15.26
R0003703,O0007845,C05676,2025-11-17,Damaged,108.32
R0003704,O0011511,C04539,2026-03-13,Wrong Item,241.52
R0003705,O0011457,C06107,2025-04-03,Damaged,82.46
R0003706,O0033686,C06468,2025-08-28,Damaged,272.29
R0003707,O0038771,C05298,2025-03-17,Wrong Item,297.53
R0003708,O0052137,C00242,2025-07-30,Changed Mind,39.54
R0003709,O0008376,C06524,2025-12-13,Wrong Item,37.04
R0003710,O0034168,C05324,2025-04-21,Damaged,263.8
R0003711,O0036317,C04649,2025-08-20,Changed Mind,176.33
R0003712,O0055416,C00356,2025-03-11,Changed Mind,121.64
R0003713,O0027154,C06846,2026-01-06,Not as Expected,49.26
R0003714,O0019261,C05397,2025-08-04,Changed Mind,14.05
R0003715,O0003117,C00422,2026-01-05,Changed Mind,106.07
R0003716,O0006686,C06392,2025-06-06,Damaged,212.12
R0003717,O0056401,C04484,2026-07-29,Wrong Item,256.03
R0003718,O0031287,C00901,2026-02-21,Wrong Item,49.85
R0003719,O0050785,C01751,2025-09-07,Late Delivery,4.9
R0003720,O0023213,C04625,2026-07-11,Late Delivery,111.65
R0003721,O0008296,C01964,2026-03-03,Not as Expected,32.27
R0003722,O0046472,C03513,2025-12-13,Damaged,195.94
R0003723,O0015404,C07341,2025-09-12,Not as Expected,162.6
R0003724,O0006755,C04746,2025-09-08,Changed Mind,18.31
R0003725,O0024340,C01282,2026-04-01,Not as Expected,51.56
R0003726,O0031625,C02098,2026-09-12,Not as Expected,15.72
R0003727,O0050393,C02452,2026-08-06,Late Delivery,42.16
R0003728,O0000384,C04345,2025-03-30,Not as Expected,16.15
R0003729,O0005921,C02093,2026-03-31,Changed Mind,20.72
R0003730,O0009057,C01156,2026-08-14,Late Delivery,100.15
R0003731,O0006945,C01632,2025-05-11,Damaged,68.12
R0003732,O0059966,C02429,2025-06-14,Late Delivery,65.71
R0003733,O0002451,C01851,2025-11-17,Damaged,47.42
R0003734,O0003678,C00099,2026-07-27,Damaged,143.99
R0003735,O0026965,C05461,2025-01-14,Not as Expected,39.09
R0003736,O0022009,C02851,2025-10-15,Changed Mind,37.16
R0003737,O0059142,C06946,2026-01-16,Wrong Item,68.19
R0003738,O0056331,C06492,2026-04-14,Changed Mind,101.52
R0003739,O0023879,C03357,2025-07-24,Late Delivery,165.18
R0003740,O0055565,C01955,2025-11-19,Not as Expected,36.0
R0003741,O0033509,C05747,2026-05-11,Damaged,38.59
R0003742,O0036565,C00629,2025-07-02,Wrong Item,34.03
R0003743,O0034833,C02744,2025-09-23,Wrong Item,25.83
R0003744,O0041110,C01668,2026-05-26,Damaged,59.91
R0003745,O0019214,C03088,2025-12-13,Damaged,110.17
R0003746,O0007805,C03803,2025-10-04,Changed Mind,46.97
R0003747,O0001471,C07406,2025-10-04,Wrong Item,122.76
R0003748,O0048116,C03898,2025-08-09,Late Delivery,694.1
R0003749,O0054741,C01817,2026-01-12,Changed Mind,16.37
R0003750,O0053412,C05113,2026-05-15,Changed Mind,32.4
R0003751,O0054391,C01586,2025-07-18,Changed Mind,29.01
R0003752,O0031746,C02735,2026-08-18,Changed Mind,124.36
R0003753,O0020928,C06229,2025-10-12,Late Delivery,74.16
R0003754,O0033230,C06452,2026-09-15,Not as Expected,94.53
R0003755,O0034450,C00032,2026-08-08,Changed Mind,297.6
R0003756,O0008435,C02087,2025-05-06,Changed Mind,23.76
R0003757,O0015600,C04795,2026-09-06,Damaged,59.93
R0003758,O0053636,C00382,2025-08-19,Changed Mind,82.22
R0003759,O0041092,C00510,2026-08-09,Damaged,2102.87
R0003760,O0058064,C07366,2025-03-25,Changed Mind,38.55
R0003761,O0052739,C02561,2026-07-08,Late Delivery,72.58
R0003762,O0059023,C07060,2025-11-30,Late Delivery,25.8
R0003763,O0023021,C00347,2025-07-27,Not as Expected,19.93
R0003764,O0043614,C03993,2025-12-12,Not as Expected,1007.81
R0003765,O0017792,C06231,2025-12-15,Not as Expected,96.7
R0003766,O0042020,C04903,2025-12-25,Damaged,26.48
R0003767,O0020630,C05967,2026-01-13,Not as Expected,59.92
R0003768,O0040494,C05332,2025-11-25,Late Delivery,217.61
R0003769,O0014621,C00133,2026-04-15,Late Delivery,42.0
R0003770,O0056979,C03892,2025-05-17,Late Delivery,728.46
R0003771,O0008422,C03212,2026-01-24,Late Delivery,354.64
R0003772,O0046518,C00326,2025-04-27,Late Delivery,32.02
R0003773,O0052506,C05822,2026-05-31,Wrong Item,30.73
R0003774,O0056431,C05418,2025-03-08,Not as Expected,72.94
R0003775,O0033971,C07891,2026-02-06,Not as Expected,268.57
R0003776,O0011809,C03622,2025-10-27,Changed Mind,10.1
R0003777,O0059617,C07650,2026-08-15,Damaged,14.33
R0003778,O0012414,C07847,2026-06-23,Not as Expected,46.76
R0003779,O0018723,C03691,2026-04-22,Changed Mind,247.92
R0003780,O0017886,C05170,2025-04-05,Changed Mind,14.38
R0003781,O0003399,C02817,2025-01-16,Damaged,211.35
R0003782,O0002481,C00256,2025-05-31,Damaged,361.87
R0003783,O0027636,C02324,2026-03-28,Not as Expected,445.51
R0003784,O0037107,C03807,2026-05-17,Changed Mind,39.98
R0003785,O0049115,C06065,2026-01-02,Not as Expected,86.45
R0003786,O0035600,C06443,2026-04-25,Not as Expected,31.83
R0003787,O0011389,C04457,2025-04-20,Late Delivery,59.14
R0003788,O0034184,C02184,2025-07-06,Changed Mind,216.57
R0003789,O0015637,C03365,2026-02-14,Late Delivery,47.94
R0003790,O0058696,C01445,2026-01-29,Late Delivery,17.68
R0003791,O0009895,C04407,2025-11-01,Changed Mind,56.96
R0003792,O0007293,C07453,2026-02-10,Damaged,33.46
R0003793,O0005837,C07942,2026-03-31,Damaged,75.33
R0003794,O0026638,C03503,2025-05-05,Changed Mind,5.85
R0003795,O0012425,C07019,2025-03-03,Changed Mind,60.08
R0003796,O0010958,C06254,2025-05-14,Damaged,123.41
R0003797,O0015747,C01016,2026-06-04,Damaged,112.84
R0003798,O0034997,C07382,2026-05-31,Late Delivery,115.16
R0003799,O0059267,C04605,2025-04-02,Late Delivery,177.14
R0003800,O0010937,C03707,2025-04-22,Late Delivery,16.66
R0003801,O0054709,C00883,2025-12-18,Damaged,83.23
R0003802,O0009629,C07527,2026-08-15,Wrong Item,24.42
R0003803,O0037947,C03221,2025-07-24,Wrong Item,30.39
R0003804,O0005155,C06627,2025-03-27,Damaged,55.63
R0003805,O0043727,C00723,2026-01-13,Late Delivery,355.92
R0003806,O0054027,C00608,2025-05-19,Late Delivery,74.54
R0003807,O0053027,C06847,2025-03-04,Changed Mind,149.75
R0003808,O0031159,C05216,2025-03-29,Damaged,81.01
R0003809,O0005937,C01079,2026-03-25,Changed Mind,723.79
R0003810,O0001906,C03728,2026-06-18,Damaged,130.27
R0003811,O0051605,C05634,2025-09-07,Not as Expected,10.5
R0003812,O0008468,C07444,2026-09-06,Changed Mind,243.24
R0003813,O0051064,C06834,2025-05-09,Changed Mind,39.51
R0003814,O0017224,C07836,2025-07-15,Damaged,19.47
R0003815,O0002303,C04387,2025-09-08,Wrong Item,89.13
R0003816,O0049646,C07219,2025-10-01,Damaged,7.66
R0003817,O0019976,C00431,2025-01-25,Not as Expected,17.32
R0003818,O0008259,C05748,2025-04-30,Not as Expected,45.17
R0003819,O0009411,C01834,2025-05-11,Late Delivery,16.93
