order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_amount
OI00062800,O0035886,P00881,1,113.87,0.0,113.87
OI00062801,O0035887,P00604,1,57.33,0.15,48.73
OI00062802,O0035887,P00272,1,31.67,0.0,31.67
OI00062803,O0035887,P01683,2,14.13,0.1,25.43
OI00062804,O0035887,P00004,1,81.79,0.1,73.61
OI00062805,O0035888,P00010,2,138.32,0.1,248.98
OI00062806,O0035889,P01948,1,21.26,0.15,18.07
OI00062807,O0035890,P00585,2,19.04,0.05,36.18
OI00062808,O0035891,P00760,1,19.07,0.0,19.07
OI00062809,O0035891,P00450,1,7.45,0.1,6.7
OI00062810,O0035891,P00187,2,23.67,0.0,47.34
OI00062811,O0035892,P00769,1,28.41,0.2,22.73
OI00062812,O0035892,P01918,4,38.64,0.0,154.56
OI00062813,O0035892,P01516,1,87.47,0.05,83.1
OI00062814,O0035893,P00270,5,99.03,0.0,495.15
OI00062815,O0035893,P00128,2,26.76,0.0,53.52
OI00062816,O0035894,P01362,3,275.68,0.0,827.04
OI00062817,O0035894,P01792,4,262.72,0.0,1050.88
OI00062818,O0035894,P01284,2,15.34,0.15,26.08
OI00062819,O0035895,P00567,3,11.9,0.1,32.13
OI00062820,O0035896,P01030,4,25.85,0.0,103.4
OI00062821,O0035897,P00849,3,27.82,0.0,83.46
OI00062822,O0035898,P00685,1,23.3,0.0,23.3
OI00062823,O0035899,P00160,5,39.81,0.0,199.05
OI00062824,O0035900,P00359,2,10.48,0.0,20.96
OI00062825,O0035900,P01874,2,12.02,0.0,24.04
OI00062826,O0035901,P00149,1,94.49,0.0,94.49
OI00062827,O0035902,P01917,1,32.86,0.0,32.86
OI00062828,O0035903,P01134,1,174.9,0.05,166.16
OI00062829,O0035904,P00537,3,20.59,0.0,61.77
OI00062830,O0035904,P01319,2,31.43,0.0,62.86
OI00062831,O0035904,P00334,1,41.26,0.05,39.2
OI00062832,O0035905,P01580,1,56.03,0.0,56.03
OI00062833,O0035905,P00959,3,71.34,0.0,214.02
OI00062834,O0035906,P00687,2,126.11,0.05,239.61
OI00062835,O0035907,P00570,1,50.57,0.1,45.51
OI00062836,O0035908,P01511,2,16.86,0.1,30.35
OI00062837,O0035908,P00052,1,57.91,0.0,57.91
OI00062838,O0035909,P00834,2,9.12,0.1,16.42
OI00062839,O0035910,P01093,1,152.43,0.15,129.57
OI00062840,O0035910,P00027,1,18.18,0.05,17.27
OI00062841,O0035911,P01414,1,48.27,0.0,48.27
OI00062842,O0035911,P01001,1,94.99,0.0,94.99
OI00062843,O0035911,P00085,3,60.05,0.0,180.15
OI00062844,O0035911,P00947,2,11.76,0.2,18.82
OI00062845,O0035912,P00033,1,56.05,0.0,56.05
OI00062846,O0035912,P01571,1,19.66,0.1,17.69
OI00062847,O0035913,P00983,3,81.08,0.0,243.24
OI00062848,O0035914,P01488,1,35.53,0.1,31.98
OI00062849,O0035914,P00356,1,18.54,0.0,18.54
OI00062850,O0035914,P01262,1,42.07,0.0,42.07
OI00062851,O0035915,P01286,2,14.58,0.0,29.16
OI00062852,O0035916,P01820,1,29.21,0.2,23.37
OI00062853,O0035917,P00630,3,83.91,0.1,226.56
OI00062854,O0035917,P01596,3,49.06,0.0,147.18
OI00062855,O0035917,P00008,1,27.14,0.05,25.78
OI00062856,O0035918,P01074,2,47.5,0.0,95.0
OI00062857,O0035918,P00592,2,17.19,0.05,32.66
OI00062858,O0035918,P00188,3,69.34,0.0,208.02
OI00062859,O0035919,P01754,1,3.0,0.0,3.0
OI00062860,O0035920,P00628,2,41.0,0.2,65.6
OI00062861,O0035921,P00251,1,4.83,0.0,4.83
OI00062862,O0035922,P01538,3,18.67,0.05,53.21
OI00062863,O0035922,P01806,1,24.15,0.1,21.74
OI00062864,O0035923,P00056,1,33.51,0.15,28.48
OI00062865,O0035923,P01894,1,63.38,0.05,60.21
OI00062866,O0035923,P01770,2,31.43,0.0,62.86
OI00062867,O0035923,P01614,1,15.78,0.1,14.2
OI00062868,O0035924,P01291,1,45.98,0.15,39.08
OI00062869,O0035924,P00013,1,10.36,0.0,10.36
OI00062870,O0035924,P00276,2,55.17,0.0,110.34
OI00062871,O0035925,P00415,1,96.65,0.0,96.65
OI00062872,O0035926,P00878,2,25.35,0.0,50.7
OI00062873,O0035927,P00758,1,32.36,0.0,32.36
OI00062874,O0035928,P00779,2,38.85,0.0,77.7
OI00062875,O0035928,P01658,4,38.02,0.15,129.27
OI00062876,O0035928,P00781,2,33.1,0.0,66.2
OI00062877,O0035929,P01785,1,179.58,0.1,161.62
OI00062878,O0035929,P00111,1,17.7,0.0,17.7
OI00062879,O0035929,P00265,2,30.78,0.15,52.33
OI00062880,O0035930,P00707,1,21.73,0.0,21.73
OI00062881,O0035931,P00619,4,39.65,0.05,150.67
OI00062882,O0035932,P00523,3,127.23,0.05,362.61
OI00062883,O0035932,P01450,1,113.93,0.0,113.93
OI00062884,O0035932,P01639,1,67.66,0.15,57.51
OI00062885,O0035933,P01868,2,72.96,0.2,116.74
OI00062886,O0035933,P01692,1,10.41,0.2,8.33
OI00062887,O0035933,P00235,3,52.32,0.05,149.11
OI00062888,O0035933,P01962,1,20.51,0.0,20.51
OI00062889,O0035934,P01988,3,100.26,0.1,270.7
OI00062890,O0035935,P00022,1,30.18,0.05,28.67
OI00062891,O0035935,P01778,2,84.56,0.0,169.12
OI00062892,O0035935,P01073,1,75.36,0.15,64.06
OI00062893,O0035935,P01301,1,97.74,0.2,78.19
OI00062894,O0035936,P00247,3,20.14,0.1,54.38
OI00062895,O0035937,P00107,2,10.41,0.05,19.78
OI00062896,O0035938,P00828,1,28.88,0.0,28.88
OI00062897,O0035939,P00209,1,18.78,0.0,18.78
OI00062898,O0035940,P00395,5,147.64,0.15,627.47
OI00062899,O0035941,P00827,1,67.34,0.05,63.97
OI00062900,O0035941,P00636,1,48.27,0.0,48.27
OI00062901,O0035941,P01169,1,43.28,0.05,41.12
OI00062902,O0035942,P00494,1,51.68,0.0,51.68
OI00062903,O0035943,P01706,1,28.14,0.1,25.33
OI00062904,O0035944,P00470,1,5.95,0.0,5.95
OI00062905,O0035945,P01178,2,114.16,0.05,216.9
OI00062906,O0035946,P01810,1,31.32,0.0,31.32
OI00062907,O0035947,P01090,1,10.03,0.1,9.03
OI00062908,O0035947,P00248,1,21.37,0.05,20.3
OI00062909,O0035948,P01162,2,68.88,0.1,123.98
OI00062910,O0035948,P01116,3,93.17,0.05,265.53
OI00062911,O0035948,P01327,1,52.47,0.0,52.47
OI00062912,O0035949,P00424,1,61.54,0.0,61.54
OI00062913,O0035950,P00086,3,31.75,0.1,85.72
OI00062914,O0035950,P00905,1,33.57,0.0,33.57
OI00062915,O0035951,P00416,1,3.87,0.0,3.87
OI00062916,O0035951,P01788,2,59.15,0.0,118.3
OI00062917,O0035952,P00356,3,18.54,0.1,50.06
OI00062918,O0035953,P01894,1,63.38,0.0,63.38
OI00062919,O0035954,P01990,4,17.77,0.0,71.08
OI00062920,O0035955,P00229,2,22.86,0.0,45.72
OI00062921,O0035955,P00699,5,16.8,0.1,75.6
OI00062922,O0035955,P01751,1,62.44,0.1,56.2
OI00062923,O0035956,P00112,1,13.01,0.0,13.01
OI00062924,O0035957,P00179,1,83.28,0.0,83.28
OI00062925,O0035958,P00906,1,23.59,0.05,22.41
OI00062926,O0035958,P00612,1,20.04,0.1,18.04
OI00062927,O0035959,P01059,1,108.18,0.0,108.18
OI00062928,O0035960,P01200,1,7.1,0.2,5.68
OI00062929,O0035961,P01338,2,4.97,0.0,9.94
OI00062930,O0035962,P00713,1,72.47,0.1,65.22
OI00062931,O0035962,P00090,2,55.22,0.0,110.44
OI00062932,O0035962,P01932,2,8.12,0.0,16.24
OI00062933,O0035963,P01840,1,82.23,0.15,69.9
OI00062934,O0035964,P00649,2,17.24,0.15,29.31
OI00062935,O0035964,P00413,1,59.18,0.05,56.22
OI00062936,O0035965,P00526,1,32.04,0.1,28.84
OI00062937,O0035965,P01128,2,24.34,0.0,48.68
OI00062938,O0035965,P01486,3,25.62,0.0,76.86
OI00062939,O0035966,P00424,2,61.54,0.1,110.77
OI00062940,O0035967,P00213,1,19.71,0.05,18.72
OI00062941,O0035968,P00988,4,22.91,0.05,87.06
OI00062942,O0035968,P01328,1,62.78,0.0,62.78
OI00062943,O0035969,P00352,1,24.08,0.0,24.08
OI00062944,O0035970,P00281,4,42.27,0.0,169.08
OI00062945,O0035970,P00509,1,83.39,0.1,75.05
OI00062946,O0035970,P00076,4,32.58,0.1,117.29
OI00062947,O0035970,P00634,2,47.22,0.0,94.44
OI00062948,O0035971,P01659,2,106.0,0.2,169.6
OI00062949,O0035971,P00146,1,49.22,0.1,44.3
OI00062950,O0035971,P01333,1,145.46,0.05,138.19
OI00062951,O0035971,P01021,4,21.44,0.05,81.47
OI00062952,O0035972,P00460,1,22.66,0.0,22.66
OI00062953,O0035972,P00261,4,30.03,0.1,108.11
OI00062954,O0035973,P01860,3,7.43,0.2,17.83
OI00062955,O0035974,P00763,3,8.74,0.0,26.22
OI00062956,O0035974,P00489,1,102.82,0.0,102.82
OI00062957,O0035974,P01857,1,39.35,0.1,35.42
OI00062958,O0035975,P00333,1,13.03,0.15,11.08
OI00062959,O0035976,P00001,1,43.05,0.2,34.44
OI00062960,O0035977,P01939,1,84.01,0.0,84.01
OI00062961,O0035978,P00940,1,12.97,0.0,12.97
OI00062962,O0035979,P01083,2,31.91,0.0,63.82
OI00062963,O0035980,P01250,2,6.95,0.0,13.9
OI00062964,O0035981,P00174,1,27.83,0.1,25.05
OI00062965,O0035982,P00033,1,56.05,0.1,50.44
OI00062966,O0035982,P00208,3,25.13,0.05,71.62
OI00062967,O0035983,P00158,1,31.54,0.0,31.54
OI00062968,O0035983,P01843,1,207.88,0.0,207.88
OI00062969,O0035983,P01381,1,12.2,0.0,12.2
OI00062970,O0035983,P00929,2,236.25,0.15,401.62
OI00062971,O0035984,P00694,5,29.66,0.0,148.3
OI00062972,O0035985,P01098,1,40.21,0.05,38.2
OI00062973,O0035986,P01764,1,9.12,0.2,7.3
OI00062974,O0035986,P01449,1,80.76,0.2,64.61
OI00062975,O0035987,P01679,1,84.79,0.0,84.79
OI00062976,O0035988,P00513,1,29.95,0.05,28.45
OI00062977,O0035988,P01375,2,209.55,0.0,419.1
OI00062978,O0035988,P01439,1,78.61,0.0,78.61
OI00062979,O0035989,P00568,1,65.4,0.05,62.13
OI00062980,O0035989,P01419,4,55.26,0.0,221.04
OI00062981,O0035990,P00749,1,16.88,0.05,16.04
OI00062982,O0035991,P00444,2,58.35,0.2,93.36
OI00062983,O0035992,P00209,2,18.78,0.0,37.56
OI00062984,O0035993,P01095,2,150.05,0.0,300.1
OI00062985,O0035994,P00817,1,16.02,0.0,16.02
OI00062986,O0035995,P01409,2,20.59,0.1,37.06
OI00062987,O0035996,P01743,5,19.25,0.1,86.62
OI00062988,O0035997,P00432,2,26.54,0.05,50.43
OI00062989,O0035997,P00866,3,48.31,0.0,144.93
OI00062990,O0035998,P01522,5,12.01,0.15,51.04
OI00062991,O0035999,P00450,1,7.45,0.1,6.7
OI00062992,O0035999,P00923,1,156.77,0.15,133.25
OI00062993,O0035999,P01272,1,13.12,0.1,11.81
OI00062994,O0036000,P00154,1,55.91,0.2,44.73
OI00062995,O0036001,P01471,1,65.58,0.1,59.02
OI00062996,O0036002,P01756,2,10.29,0.1,18.52
OI00062997,O0036002,P00617,3,33.07,0.0,99.21
OI00062998,O0036003,P01228,1,104.43,0.0,104.43
OI00062999,O0036004,P01841,1,17.07,0.0,17.07
OI00063000,O0036005,P00641,3,39.05,0.0,117.15
OI00063001,O0036005,P00634,2,47.22,0.05,89.72
OI00063002,O0036006,P01513,1,67.03,0.2,53.62
OI00063003,O0036006,P01347,1,42.5,0.1,38.25
OI00063004,O0036006,P00270,1,99.03,0.0,99.03
OI00063005,O0036007,P01938,1,95.25,0.1,85.72
OI00063006,O0036007,P01447,1,27.73,0.05,26.34
OI00063007,O0036007,P01288,4,35.85,0.0,143.4
OI00063008,O0036008,P01403,3,35.72,0.0,107.16
OI00063009,O0036009,P00203,1,19.0,0.0,19.0
OI00063010,O0036010,P01131,1,165.26,0.0,165.26
OI00063011,O0036010,P01293,2,31.76,0.05,60.34
OI00063012,O0036011,P01167,2,55.61,0.05,105.66
OI00063013,O0036012,P01451,1,22.18,0.05,21.07
OI00063014,O0036013,P01854,2,9.98,0.0,19.96
OI00063015,O0036014,P00110,2,44.92,0.0,89.84
OI00063016,O0036014,P00694,1,29.66,0.0,29.66
OI00063017,O0036014,P00236,4,8.34,0.0,33.36
OI00063018,O0036014,P01071,2,43.72,0.0,87.44
OI00063019,O0036015,P01366,2,41.71,0.1,75.08
OI00063020,O0036015,P00077,3,4.12,0.05,11.74
OI00063021,O0036015,P01145,2,17.09,0.0,34.18
OI00063022,O0036016,P00873,1,13.86,0.0,13.86
OI00063023,O0036017,P00979,3,69.53,0.2,166.87
OI00063024,O0036017,P01025,1,19.51,0.0,19.51
OI00063025,O0036017,P00097,2,65.76,0.0,131.52
OI00063026,O0036018,P01917,1,32.86,0.1,29.57
OI00063027,O0036019,P00953,1,50.49,0.1,45.44
OI00063028,O0036019,P00623,2,61.01,0.0,122.02
OI00063029,O0036020,P00977,1,32.01,0.0,32.01
OI00063030,O0036020,P01166,3,95.25,0.15,242.89
OI00063031,O0036020,P01447,1,27.73,0.15,23.57
OI00063032,O0036021,P00045,2,51.61,0.05,98.06
OI00063033,O0036022,P00388,2,27.56,0.0,55.12
OI00063034,O0036022,P00704,2,33.57,0.0,67.14
OI00063035,O0036022,P01463,1,24.59,0.0,24.59
OI00063036,O0036022,P00865,1,60.87,0.0,60.87
OI00063037,O0036023,P01247,1,39.3,0.05,37.33
OI00063038,O0036023,P00131,2,113.87,0.1,204.97
OI00063039,O0036024,P01100,1,202.57,0.05,192.44
OI00063040,O0036024,P00076,4,32.58,0.05,123.8
OI00063041,O0036024,P01063,3,24.09,0.0,72.27
OI00063042,O0036025,P00133,1,27.89,0.0,27.89
OI00063043,O0036025,P01111,1,40.42,0.1,36.38
OI00063044,O0036026,P01673,1,154.38,0.0,154.38
OI00063045,O0036027,P01765,2,79.7,0.0,159.4
OI00063046,O0036028,P01594,1,64.29,0.05,61.08
OI00063047,O0036028,P01443,1,38.15,0.05,36.24
OI00063048,O0036029,P01709,2,241.21,0.0,482.42
OI00063049,O0036030,P01864,2,72.11,0.0,144.22
OI00063050,O0036031,P01186,1,27.1,0.0,27.1
OI00063051,O0036032,P01343,1,7.68,0.15,6.53
OI00063052,O0036033,P00365,1,15.1,0.0,15.1
OI00063053,O0036034,P00738,1,21.36,0.1,19.22
OI00063054,O0036035,P00217,1,57.06,0.05,54.21
OI00063055,O0036035,P01660,1,10.0,0.0,10.0
OI00063056,O0036036,P00568,2,65.4,0.0,130.8
OI00063057,O0036037,P01572,3,18.79,0.0,56.37
OI00063058,O0036038,P00713,1,72.47,0.1,65.22
OI00063059,O0036038,P01853,2,65.04,0.05,123.58
OI00063060,O0036039,P01191,4,55.97,0.0,223.88
OI00063061,O0036039,P00479,1,11.23,0.1,10.11
OI00063062,O0036040,P01470,3,25.24,0.1,68.15
OI00063063,O0036041,P00850,2,55.97,0.05,106.34
OI00063064,O0036042,P00749,4,16.88,0.0,67.52
OI00063065,O0036042,P00991,1,57.1,0.0,57.1
OI00063066,O0036043,P00809,4,42.41,0.0,169.64
OI00063067,O0036044,P01313,1,64.0,0.15,54.4
OI00063068,O0036044,P00390,2,18.54,0.0,37.08
OI00063069,O0036045,P00286,4,15.73,0.0,62.92
OI00063070,O0036046,P00456,3,66.9,0.0,200.7
OI00063071,O0036046,P01897,1,37.69,0.0,37.69
OI00063072,O0036046,P01232,1,37.24,0.0,37.24
OI00063073,O0036047,P01565,1,13.88,0.0,13.88
OI00063074,O0036048,P00624,2,100.89,0.05,191.69
OI00063075,O0036049,P01371,2,95.72,0.15,162.72
OI00063076,O0036050,P01074,1,47.5,0.0,47.5
OI00063077,O0036051,P00919,3,14.66,0.1,39.58
OI00063078,O0036052,P00183,3,227.23,0.0,681.69
OI00063079,O0036052,P01174,3,45.07,0.0,135.21
OI00063080,O0036053,P00067,1,102.07,0.05,96.97
OI00063081,O0036054,P00340,1,37.97,0.0,37.97
OI00063082,O0036055,P01260,1,110.41,0.0,110.41
OI00063083,O0036056,P00140,2,13.03,0.0,26.06
OI00063084,O0036056,P00812,1,21.66,0.15,18.41
OI00063085,O0036057,P00717,1,116.87,0.2,93.5
OI00063086,O0036057,P01115,1,526.12,0.2,420.9
OI00063087,O0036058,P00756,2,40.88,0.0,81.76
OI00063088,O0036058,P00831,5,17.55,0.1,78.98
OI00063089,O0036059,P00377,1,13.36,0.0,13.36
OI00063090,O0036060,P00696,1,16.56,0.0,16.56
OI00063091,O0036060,P01238,2,20.11,0.05,38.21
OI00063092,O0036060,P00758,2,32.36,0.0,64.72
OI00063093,O0036060,P01600,1,16.39,0.0,16.39
OI00063094,O0036061,P00558,4,25.55,0.0,102.2
OI00063095,O0036062,P00358,2,26.35,0.0,52.7
OI00063096,O0036063,P01728,5,57.56,0.0,287.8
OI00063097,O0036064,P01338,2,4.97,0.05,9.44
OI00063098,O0036065,P00259,5,20.41,0.0,102.05
OI00063099,O0036066,P00118,3,7.73,0.0,23.19
OI00063100,O0036067,P01548,3,25.02,0.05,71.31
OI00063101,O0036067,P01162,3,68.88,0.0,206.64
OI00063102,O0036068,P01125,1,17.73,0.0,17.73
OI00063103,O0036069,P00672,1,18.56,0.0,18.56
OI00063104,O0036069,P01441,1,51.6,0.15,43.86
OI00063105,O0036069,P01252,3,65.72,0.05,187.3
OI00063106,O0036069,P00582,2,17.06,0.05,32.41
OI00063107,O0036070,P01636,3,24.42,0.0,73.26
OI00063108,O0036070,P01464,2,42.34,0.0,84.68
OI00063109,O0036071,P01014,1,11.35,0.0,11.35
OI00063110,O0036072,P00185,3,49.99,0.0,149.97
OI00063111,O0036072,P01149,4,47.79,0.2,152.93
OI00063112,O0036073,P01365,2,51.51,0.05,97.87
OI00063113,O0036074,P01142,1,25.69,0.2,20.55
OI00063114,O0036075,P00085,2,60.05,0.05,114.09
OI00063115,O0036076,P00358,2,26.35,0.0,52.7
OI00063116,O0036077,P00735,2,47.93,0.0,95.86
OI00063117,O0036077,P01081,2,44.77,0.0,89.54
OI00063118,O0036078,P00697,3,104.68,0.0,314.04
OI00063119,O0036078,P00207,1,39.32,0.0,39.32
OI00063120,O0036078,P00115,4,28.4,0.0,113.6
OI00063121,O0036079,P00605,1,7.11,0.1,6.4
OI00063122,O0036079,P01339,4,27.42,0.0,109.68
OI00063123,O0036080,P01195,1,117.45,0.05,111.58
OI00063124,O0036081,P00383,1,395.91,0.05,376.11
OI00063125,O0036082,P00231,1,60.17,0.2,48.14
OI00063126,O0036082,P00282,3,43.24,0.1,116.75
OI00063127,O0036083,P01029,1,9.85,0.0,9.85
OI00063128,O0036083,P00857,1,18.62,0.0,18.62
OI00063129,O0036084,P01985,2,89.98,0.1,161.96
OI00063130,O0036085,P01555,4,64.64,0.1,232.7
OI00063131,O0036085,P00649,3,17.24,0.05,49.13
OI00063132,O0036086,P01192,1,141.45,0.1,127.3
OI00063133,O0036087,P00314,1,50.91,0.1,45.82
OI00063134,O0036087,P00324,3,39.8,0.05,113.43
OI00063135,O0036088,P00394,2,128.04,0.0,256.08
OI00063136,O0036089,P00567,2,11.9,0.15,20.23
OI00063137,O0036090,P00856,1,42.11,0.0,42.11
OI00063138,O0036090,P00515,3,164.43,0.0,493.29
OI00063139,O0036091,P01813,1,191.06,0.05,181.51
OI00063140,O0036091,P00283,2,120.63,0.0,241.26
OI00063141,O0036091,P01659,2,106.0,0.0,212.0
OI00063142,O0036092,P01567,1,22.34,0.05,21.22
OI00063143,O0036093,P01027,2,28.67,0.0,57.34
OI00063144,O0036094,P00361,1,43.1,0.05,40.94
OI00063145,O0036094,P00501,1,11.39,0.1,10.25
OI00063146,O0036094,P01230,2,20.7,0.0,41.4
OI00063147,O0036095,P01796,3,154.79,0.0,464.37
OI00063148,O0036096,P00772,1,71.79,0.0,71.79
OI00063149,O0036097,P01070,2,19.97,0.05,37.94
OI00063150,O0036098,P00831,1,17.55,0.15,14.92
OI00063151,O0036099,P01934,1,57.95,0.15,49.26
OI00063152,O0036099,P00262,1,42.88,0.05,40.74
OI00063153,O0036099,P01962,3,20.51,0.1,55.38
OI00063154,O0036100,P01968,1,30.0,0.0,30.0
OI00063155,O0036101,P01379,2,22.6,0.0,45.2
OI00063156,O0036102,P01841,1,17.07,0.0,17.07
OI00063157,O0036102,P01016,1,18.3,0.0,18.3
OI00063158,O0036103,P01126,1,66.67,0.0,66.67
OI00063159,O0036104,P00484,1,12.94,0.1,11.65
OI00063160,O0036104,P01878,3,15.8,0.0,47.4
OI00063161,O0036104,P00618,1,7.2,0.05,6.84
OI00063162,O0036105,P00970,4,86.54,0.05,328.85
OI00063163,O0036106,P00584,3,91.66,0.1,247.48
OI00063164,O0036107,P01318,2,138.64,0.0,277.28
OI00063165,O0036107,P00964,1,83.97,0.0,83.97
OI00063166,O0036107,P00923,2,156.77,0.0,313.54
OI00063167,O0036108,P00431,3,14.45,0.05,41.18
OI00063168,O0036109,P00887,3,105.74,0.1,285.5
OI00063169,O0036109,P01089,1,27.73,0.15,23.57
OI00063170,O0036109,P01053,1,38.68,0.0,38.68
OI00063171,O0036110,P00505,1,30.79,0.1,27.71
OI00063172,O0036110,P01254,1,24.56,0.05,23.33
OI00063173,O0036111,P01564,2,37.1,0.1,66.78
OI00063174,O0036112,P01829,3,41.18,0.05,117.36
OI00063175,O0036112,P00972,1,102.76,0.0,102.76
OI00063176,O0036113,P01872,1,34.23,0.15,29.1
OI00063177,O0036113,P01872,1,34.23,0.0,34.23
OI00063178,O0036114,P01536,1,19.53,0.05,18.55
OI00063179,O0036115,P00762,3,10.67,0.0,32.01
OI00063180,O0036116,P01212,3,4.32,0.2,10.37
OI00063181,O0036116,P01812,3,65.45,0.0,196.35
OI00063182,O0036117,P01518,4,8.02,0.2,25.66
OI00063183,O0036117,P01005,2,11.61,0.05,22.06
OI00063184,O0036118,P00788,3,34.0,0.0,102.0
OI00063185,O0036118,P01796,1,154.79,0.05,147.05
OI00063186,O0036119,P01417,4,39.72,0.05,150.94
OI00063187,O0036120,P01232,1,37.24,0.0,37.24
OI00063188,O0036121,P01495,3,103.82,0.05,295.89
OI00063189,O0036121,P01508,1,86.77,0.1,78.09
OI00063190,O0036122,P00441,2,71.86,0.0,143.72
OI00063191,O0036123,P00960,1,9.98,0.0,9.98
OI00063192,O0036124,P01042,1,306.63,0.0,306.63
OI00063193,O0036124,P00670,1,7.2,0.0,7.2
OI00063194,O0036125,P01428,1,28.09,0.05,26.69
OI00063195,O0036125,P00974,1,29.71,0.05,28.22
OI00063196,O0036125,P01436,1,10.56,0.0,10.56
OI00063197,O0036126,P00669,1,43.87,0.0,43.87
OI00063198,O0036126,P00902,1,18.01,0.1,16.21
OI00063199,O0036126,P00090,2,55.22,0.0,110.44
OI00063200,O0036127,P01873,5,31.27,0.0,156.35
OI00063201,O0036127,P01175,1,32.08,0.0,32.08
OI00063202,O0036127,P00072,1,56.49,0.1,50.84
OI00063203,O0036127,P00535,1,60.75,0.0,60.75
OI00063204,O0036128,P01561,4,25.0,0.0,100.0
OI00063205,O0036129,P01579,2,19.15,0.0,38.3
OI00063206,O0036130,P01450,5,113.93,0.0,569.65
OI00063207,O0036131,P00642,3,74.6,0.0,223.8
OI00063208,O0036132,P01336,1,23.65,0.1,21.28
OI00063209,O0036133,P00850,4,55.97,0.0,223.88
OI00063210,O0036133,P01276,2,132.25,0.1,238.05
OI00063211,O0036133,P01289,1,62.27,0.0,62.27
OI00063212,O0036134,P01383,1,16.76,0.0,16.76
OI00063213,O0036134,P01996,1,6.81,0.05,6.47
OI00063214,O0036134,P00831,2,17.55,0.0,35.1
OI00063215,O0036135,P00800,1,29.19,0.0,29.19
OI00063216,O0036135,P00142,2,40.5,0.0,81.0
OI00063217,O0036136,P00766,2,9.73,0.0,19.46
OI00063218,O0036136,P00920,3,64.24,0.0,192.72
OI00063219,O0036137,P00771,1,28.19,0.0,28.19
OI00063220,O0036138,P01811,1,16.78,0.0,16.78
OI00063221,O0036139,P01317,3,34.07,0.0,102.21
OI00063222,O0036139,P01295,1,54.54,0.0,54.54
OI00063223,O0036140,P01870,1,23.28,0.0,23.28
OI00063224,O0036141,P00107,1,10.41,0.2,8.33
OI00063225,O0036142,P01879,2,35.46,0.0,70.92
OI00063226,O0036142,P01436,4,10.56,0.0,42.24
OI00063227,O0036142,P01426,3,77.1,0.05,219.74
OI00063228,O0036143,P01264,1,63.33,0.0,63.33
OI00063229,O0036143,P00701,1,32.52,0.1,29.27
OI00063230,O0036143,P01491,1,62.88,0.15,53.45
OI00063231,O0036144,P01169,1,43.28,0.0,43.28
OI00063232,O0036145,P01408,1,38.85,0.05,36.91
OI00063233,O0036146,P01620,1,36.07,0.0,36.07
OI00063234,O0036146,P00374,2,28.85,0.0,57.7
OI00063235,O0036146,P01969,1,35.09,0.0,35.09
OI00063236,O0036147,P00343,1,36.94,0.15,31.4
OI00063237,O0036147,P00598,2,48.1,0.0,96.2
OI00063238,O0036148,P00684,3,69.08,0.0,207.24
OI00063239,O0036148,P01816,1,16.92,0.1,15.23
OI00063240,O0036149,P01472,1,115.17,0.05,109.41
OI00063241,O0036149,P01475,2,29.96,0.1,53.93
OI00063242,O0036149,P00034,5,18.55,0.0,92.75
OI00063243,O0036150,P00637,2,64.45,0.0,128.9
OI00063244,O0036150,P01635,4,12.76,0.0,51.04
OI00063245,O0036151,P01420,1,45.76,0.2,36.61
OI00063246,O0036152,P00782,1,123.46,0.15,104.94
OI00063247,O0036152,P00659,2,29.33,0.0,58.66
OI00063248,O0036153,P01087,4,35.77,0.0,143.08
OI00063249,O0036154,P00095,1,82.07,0.05,77.97
OI00063250,O0036154,P00500,1,23.66,0.05,22.48
OI00063251,O0036155,P00051,1,12.65,0.0,12.65
OI00063252,O0036155,P01147,1,30.34,0.1,27.31
OI00063253,O0036155,P01466,2,21.59,0.0,43.18
OI00063254,O0036156,P00993,1,21.78,0.05,20.69
OI00063255,O0036157,P00953,3,50.49,0.05,143.9
OI00063256,O0036158,P01134,1,174.9,0.05,166.16
OI00063257,O0036159,P01722,1,46.59,0.0,46.59
OI00063258,O0036160,P01617,2,112.19,0.0,224.38
OI00063259,O0036160,P01904,2,140.1,0.0,280.2
OI00063260,O0036161,P00430,3,29.59,0.0,88.77
OI00063261,O0036161,P01523,1,25.59,0.1,23.03
OI00063262,O0036161,P01438,1,52.35,0.2,41.88
OI00063263,O0036161,P01367,3,23.83,0.0,71.49
OI00063264,O0036162,P01750,1,22.84,0.1,20.56
OI00063265,O0036162,P00516,3,62.79,0.05,178.95
OI00063266,O0036162,P00302,1,53.02,0.0,53.02
OI00063267,O0036162,P00083,2,98.81,0.0,197.62
OI00063268,O0036163,P00851,5,108.81,0.05,516.85
OI00063269,O0036164,P01599,1,37.47,0.0,37.47
OI00063270,O0036165,P01148,4,27.03,0.0,108.12
OI00063271,O0036165,P01337,1,36.47,0.0,36.47
OI00063272,O0036165,P00922,1,7.79,0.0,7.79
OI00063273,O0036166,P00190,3,9.94,0.05,28.33
OI00063274,O0036167,P01916,1,15.77,0.0,15.77
OI00063275,O0036167,P00147,3,37.89,0.05,107.99
OI00063276,O0036167,P00837,3,28.04,0.0,84.12
OI00063277,O0036168,P01344,2,21.91,0.0,43.82
OI00063278,O0036168,P01391,4,23.94,0.0,95.76
OI00063279,O0036169,P00098,3,41.8,0.0,125.4
OI00063280,O0036169,P01105,4,59.76,0.15,203.18
